%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0001196	regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.778	-4.0757	0.692	0.812	GO:0007532	1
Biological_Process	GO:0001198	negative_regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.699	-4.0757	0.664	0.806	GO:0007532	1
Biological_Process	GO:0007532	regulation_of_mating-type_specific_transcription,_DNA-templated	0.001%	-5.129	 4.867	2.837	-4.0757	0.661	0.000	GO:0007532	0
Biological_Process	GO:0045894	negative_regulation_of_mating-type_specific_transcription,_DNA-templated	0.000%	null	null	0.699	-4.0757	0.682	0.806	GO:0007532	1
Biological_Process	GO:0072364	regulation_of_cellular_ketone_metabolic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	 1.340	 5.350	2.262	-4.0757	0.751	0.191	GO:0072364	0
Biological_Process	GO:2000531	regulation_of_fatty_acid_biosynthetic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	 1.938	 4.614	0.778	-4.0757	0.777	0.541	GO:2000531	0
Biological_Process	GO:2000217	regulation_of_invasive_growth_in_response_to_glucose_limitation	0.000%	null	null	1.301	-3.8239	0.799	0.879	GO:0070784	1
Biological_Process	GO:0070784	regulation_of_growth_of_unicellular_organism_as_a_thread_of_attached_cells	0.000%	-1.507	 3.988	2.013	-3.4815	0.787	0.136	GO:0070784	0
Biological_Process	GO:0001403	invasive_growth_in_response_to_glucose_limitation	0.000%	null	null	1.996	-3.3768	0.893	0.934	GO:0070784	1
Biological_Process	GO:0000430	regulation_of_transcription_from_RNA_polymerase_II_promoter_by_glucose	0.000%	null	null	2.000	-3.3468	0.669	0.951	GO:0045990	1
Biological_Process	GO:0000433	negative_regulation_of_transcription_from_RNA_polymerase_II_promoter_by_glucose	0.000%	null	null	1.633	-3.3468	0.645	0.951	GO:0045990	1
Biological_Process	GO:0035950	regulation_of_oligopeptide_transport_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.778	-3.3468	0.736	0.927	GO:2000877	1
