GO.ID	Term	Annotated	Significant	Expected	classic
GO:0001196	regulation of mating-type specific trans...	5	3	0.1	8.4e-05
GO:0001198	negative regulation of mating-type speci...	5	3	0.1	8.4e-05
GO:0007532	regulation of mating-type specific trans...	5	3	0.1	8.4e-05
GO:0045894	negative regulation of mating-type speci...	5	3	0.1	8.4e-05
GO:0072364	regulation of cellular ketone metabolic ...	5	3	0.1	8.4e-05
GO:0100070	regulation of fatty acid biosynthetic pr...	5	3	0.1	8.4e-05
GO:2000531	regulation of fatty acid biosynthetic pr...	5	3	0.1	8.4e-05
GO:2000217	regulation of invasive growth in respons...	14	4	0.29	0.00015
GO:0070784	regulation of growth of unicellular orga...	17	4	0.35	0.00033
GO:0001403	invasive growth in response to glucose l...	18	4	0.38	0.00042
GO:0000430	regulation of transcription from RNA pol...	8	3	0.17	0.00045
GO:0000433	carbon catabolite repression of transcri...	8	3	0.17	0.00045
GO:0035950	regulation of oligopeptide transport by ...	8	3	0.17	0.00045
GO:0035952	negative regulation of oligopeptide tran...	8	3	0.17	0.00045
GO:0035953	regulation of dipeptide transport by reg...	8	3	0.17	0.00045
GO:0035955	negative regulation of dipeptide transpo...	8	3	0.17	0.00045
GO:0042938	dipeptide transport	8	3	0.17	0.00045
GO:0045013	carbon catabolite repression of transcri...	8	3	0.17	0.00045
GO:0045014	carbon catabolite repression of transcri...	8	3	0.17	0.00045
GO:0061984	catabolite repression	8	3	0.17	0.00045
GO:0061985	carbon catabolite repression	8	3	0.17	0.00045
GO:0061986	negative regulation of transcription by ...	8	3	0.17	0.00045
GO:0061987	negative regulation of transcription fro...	8	3	0.17	0.00045
GO:0090088	regulation of oligopeptide transport	8	3	0.17	0.00045
GO:0090089	regulation of dipeptide transport	8	3	0.17	0.00045
GO:2000877	negative regulation of oligopeptide tran...	8	3	0.17	0.00045
GO:2000879	negative regulation of dipeptide transpo...	8	3	0.17	0.00045
GO:0045944	positive regulation of transcription by ...	139	10	2.9	0.00049
GO:0000429	carbon catabolite regulation of transcri...	9	3	0.19	0.00066
GO:0045990	carbon catabolite regulation of transcri...	9	3	0.19	0.00066
GO:0036267	invasive filamentous growth	21	4	0.44	0.00079
GO:0046015	regulation of transcription by glucose	10	3	0.21	0.00094
GO:0045893	positive regulation of transcription, DN...	208	12	4.33	0.00098
GO:0030447	filamentous growth	57	6	1.19	0.00103
GO:0043486	histone exchange	23	4	0.48	0.00113
GO:1903508	positive regulation of nucleic acid-temp...	215	12	4.48	0.00132
GO:0070783	growth of unicellular organism as a thre...	24	4	0.5	0.00134
GO:1900428	regulation of filamentous growth of a po...	24	4	0.5	0.00134
GO:1902680	positive regulation of RNA biosynthetic ...	216	12	4.5	0.00137
GO:0010570	regulation of filamentous growth	25	4	0.52	0.00157
GO:0016584	nucleosome positioning	12	3	0.25	0.00166
GO:0042304	regulation of fatty acid biosynthetic pr...	13	3	0.27	0.00213
GO:0000282	cellular bud site selection	4	2	0.08	0.00250
GO:0002949	tRNA threonylcarbamoyladenosine modifica...	4	2	0.08	0.00250
GO:0010557	positive regulation of macromolecule bio...	297	14	6.19	0.00260
GO:0051254	positive regulation of RNA metabolic pro...	233	12	4.86	0.00263
GO:0043044	ATP-dependent chromatin remodeling	30	4	0.63	0.00314
GO:0006857	oligopeptide transport	15	3	0.31	0.00329
GO:0035065	regulation of histone acetylation	15	3	0.31	0.00329
GO:0031328	positive regulation of cellular biosynth...	348	15	7.25	0.00429
GO:1901983	regulation of protein acetylation	17	3	0.35	0.00477
GO:2000756	regulation of peptidyl-lysine acetylatio...	17	3	0.35	0.00477
GO:0009891	positive regulation of biosynthetic proc...	356	15	7.42	0.00533
GO:0010628	positive regulation of gene expression	323	14	6.73	0.00562
GO:0006357	regulation of transcription by RNA polym...	256	12	5.33	0.00572
GO:0010269	response to selenium ion	6	2	0.13	0.00608
GO:0055093	response to hyperoxia	6	2	0.13	0.00608
GO:0034728	nucleosome organization	57	5	1.19	0.00613
GO:0042554	superoxide anion generation	19	3	0.4	0.00660
GO:0018996	molting cycle, collagen and cuticulin-ba...	20	3	0.42	0.00765
GO:0007595	lactation	7	2	0.15	0.00840
GO:0035066	positive regulation of histone acetylati...	7	2	0.15	0.00840
GO:0035722	interleukin-12-mediated signaling pathwa...	7	2	0.15	0.00840
GO:0070671	response to interleukin-12	7	2	0.15	0.00840
GO:0071349	cellular response to interleukin-12	7	2	0.15	0.00840
GO:0042743	hydrogen peroxide metabolic process	40	4	0.83	0.00896
GO:0044182	filamentous growth of a population of un...	40	4	0.83	0.00896
GO:0045935	positive regulation of nucleobase-contai...	306	13	6.38	0.00910
GO:0006355	regulation of transcription, DNA-templat...	417	16	8.69	0.00978
GO:0007584	response to nutrient	64	5	1.33	0.00997
GO:0007021	tubulin complex assembly	8	2	0.17	0.01105
GO:0007289	spermatid nucleus differentiation	8	2	0.17	0.01105
GO:1901985	positive regulation of protein acetylati...	8	2	0.17	0.01105
GO:2000758	positive regulation of peptidyl-lysine a...	8	2	0.17	0.01105
GO:1903506	regulation of nucleic acid-templated tra...	423	16	8.82	0.01118
GO:0007531	mating type determination	23	3	0.48	0.01137
GO:2001141	regulation of RNA biosynthetic process	424	16	8.84	0.01142
GO:0006325	chromatin organization	247	11	5.15	0.01189
GO:0031058	positive regulation of histone modificat...	24	3	0.5	0.01281
GO:0045892	negative regulation of transcription, DN...	184	9	3.83	0.01294
GO:0000305	response to oxygen radical	9	2	0.19	0.01402
GO:1902679	negative regulation of RNA biosynthetic ...	187	9	3.9	0.01429
GO:1903507	negative regulation of nucleic acid-temp...	187	9	3.9	0.01429
GO:0031670	cellular response to nutrient	25	3	0.52	0.01434
GO:2000113	negative regulation of cellular macromol...	254	11	5.29	0.01448
GO:0019217	regulation of fatty acid metabolic proce...	26	3	0.54	0.01597
GO:0007286	spermatid development	48	4	1	0.01685
GO:0031056	regulation of histone modification	48	4	1	0.01685
GO:0007589	body fluid secretion	10	2	0.21	0.01729
GO:0036296	response to increased oxygen levels	10	2	0.21	0.01729
GO:0010558	negative regulation of macromolecule bio...	261	11	5.44	0.01748
GO:0006801	superoxide metabolic process	27	3	0.56	0.01770
GO:0022404	molting cycle process	27	3	0.56	0.01770
GO:1901796	regulation of signal transduction by p53...	27	3	0.56	0.01770
GO:0048515	spermatid differentiation	49	4	1.02	0.01806
GO:0006366	transcription by RNA polymerase II	302	12	6.29	0.02012
GO:0051252	regulation of RNA metabolic process	491	17	10.23	0.02040
GO:0002052	positive regulation of neuroblast prolif...	1	1	0.02	0.02084
GO:0003032	detection of oxygen	1	1	0.02	0.02084
GO:0003068	regulation of systemic arterial blood pr...	1	1	0.02	0.02084
GO:0003069	acetylcholine-mediated vasodilation invo...	1	1	0.02	0.02084
GO:0003070	regulation of systemic arterial blood pr...	1	1	0.02	0.02084
GO:0003085	negative regulation of systemic arterial...	1	1	0.02	0.02084
GO:0003299	muscle hypertrophy in response to stress	1	1	0.02	0.02084
GO:0006925	inflammatory cell apoptotic process	1	1	0.02	0.02084
