%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0014002	astrocyte_development	0.001%	null	null	2.672	-3.0132	0.775	0.836	GO:0048708	1
Biological_Process	GO:0048708	astrocyte_differentiation	0.003%	-4.745	 5.969	3.211	-3.0132	0.765	0.000	GO:0048708	0
Biological_Process	GO:0043171	peptide_catabolic_process	0.001%	 0.863	 0.975	2.649	-2.8794	0.915	0.013	GO:0043171	0
Biological_Process	GO:0050821	protein_stabilization	0.020%	-6.956	-2.134	4.006	-2.7747	0.793	0.025	GO:0050821	0
Biological_Process	GO:0009314	response_to_radiation	0.092%	-1.240	-7.549	4.659	-2.7399	0.869	0.000	GO:0009314	0
Biological_Process	GO:0051093	negative_regulation_of_developmental_process	0.047%	-6.868	 2.438	4.369	-2.6676	0.724	0.469	GO:0051093	0
Biological_Process	GO:0090287	regulation_of_cellular_response_to_growth_factor_stimulus	0.010%	-4.984	-5.447	3.688	-2.6517	0.734	0.273	GO:0090287	0
Biological_Process	GO:0006303	double-strand_break_repair_via_nonhomologous_end_joining	0.013%	-1.229	-6.987	3.805	-2.6271	0.778	0.286	GO:0006303	0
Biological_Process	GO:0009416	response_to_light_stimulus	0.083%	null	null	4.616	-2.4377	0.864	0.817	GO:0009314	1
Biological_Process	GO:0045476	nurse_cell_apoptotic_process	0.000%	-5.275	 5.511	1.531	-2.4101	0.764	0.477	GO:0045476	0
Biological_Process	GO:0045477	regulation_of_nurse_cell_apoptotic_process	0.000%	null	null	1.176	-2.4101	0.707	0.728	GO:0045476	1
Biological_Process	GO:0048147	negative_regulation_of_fibroblast_proliferation	0.002%	-6.724	-0.666	2.893	-2.4101	0.793	0.169	GO:0048147	0
Biological_Process	GO:0019432	triglyceride_biosynthetic_process	0.002%	null	null	3.080	-2.3778	0.815	0.958	GO:0006639	1
Biological_Process	GO:2001233	regulation_of_apoptotic_signaling_pathway	0.022%	-6.178	-4.725	4.042	-2.3635	0.674	0.560	GO:2001233	0
Biological_Process	GO:0008630	intrinsic_apoptotic_signaling_pathway_in_response_to_DNA_damage	0.007%	null	null	3.537	-2.3449	0.700	0.887	GO:2001233	1
Biological_Process	GO:1902175	regulation_of_oxidative_stress-induced_intrinsic_apoptotic_signaling_pathway	0.001%	null	null	2.645	-2.3363	0.692	0.796	GO:2001233	1
Biological_Process	GO:0006638	neutral_lipid_metabolic_process	0.006%	-0.615	 1.968	3.447	-2.2628	0.881	0.364	GO:0006638	0
Biological_Process	GO:0006639	acylglycerol_metabolic_process	0.006%	-0.654	 1.907	3.438	-2.2628	0.833	0.050	GO:0006639	0
Biological_Process	GO:0009411	response_to_UV	0.013%	null	null	3.826	-2.2480	0.875	0.873	GO:0009314	1
Biological_Process	GO:0043270	positive_regulation_of_ion_transport	0.013%	-5.301	-2.329	3.808	-2.2403	0.702	0.189	GO:0043270	0
Biological_Process	GO:0009108	coenzyme_biosynthetic_process	2.079%	-0.062	-1.127	6.015	-2.2306	0.885	0.037	GO:0009108	0
Biological_Process	GO:0000726	non-recombinational_repair	0.013%	-1.230	-6.886	3.811	-2.2262	0.777	0.431	GO:0000726	0
Biological_Process	GO:1902969	mitotic_cell_cycle_DNA_replication	0.000%	null	null	1.643	-2.2262	0.822	0.793	GO:0033260	1
Biological_Process	GO:0033260	nuclear_cell_cycle_DNA_replication	0.001%	 1.634	-3.143	2.679	-2.2161	0.811	0.118	GO:0033260	0
Biological_Process	GO:0071559	response_to_transforming_growth_factor_beta	0.013%	null	null	3.796	-2.2020	0.859	0.891	GO:0090287	1
