GO.ID	Term	Annotated	Significant	Expected	classic
GO:0000278	mitotic cell cycle	384	138	86	7.2e-11
GO:0007049	cell cycle	533	178	119.37	9.0e-11
GO:1903047	mitotic cell cycle process	353	129	79.05	9.4e-11
GO:0022402	cell cycle process	478	163	107.05	1.2e-10
GO:0007059	chromosome segregation	208	84	46.58	1.2e-09
GO:0000280	nuclear division	252	96	56.44	3.0e-09
GO:0000819	sister chromatid segregation	162	68	36.28	8.3e-09
GO:0048285	organelle fission	268	99	60.02	1.1e-08
GO:0098813	nuclear chromosome segregation	190	76	42.55	1.4e-08
GO:0140014	mitotic nuclear division	177	72	39.64	1.5e-08
GO:0000070	mitotic sister chromatid segregation	139	60	31.13	1.9e-08
GO:0044770	cell cycle phase transition	214	81	47.93	8.4e-08
GO:0051983	regulation of chromosome segregation	88	42	19.71	9.6e-08
GO:0051304	chromosome separation	90	42	20.16	2.1e-07
GO:0044772	mitotic cell cycle phase transition	201	76	45.01	2.3e-07
GO:0051306	mitotic sister chromatid separation	67	34	15	2.6e-07
GO:0051783	regulation of nuclear division	123	52	27.55	4.0e-07
GO:0045840	positive regulation of mitotic nuclear d...	46	26	10.3	4.6e-07
GO:0033045	regulation of sister chromatid segregati...	83	39	18.59	4.7e-07
GO:0007088	regulation of mitotic nuclear division	109	47	24.41	7.5e-07
GO:0051276	chromosome organization	477	149	106.82	7.6e-07
GO:0045931	positive regulation of mitotic cell cycl...	94	42	21.05	9.3e-07
GO:0051225	spindle assembly	48	26	10.75	1.4e-06
GO:0051984	positive regulation of chromosome segreg...	48	26	10.75	1.4e-06
GO:0062033	positive regulation of mitotic sister ch...	40	23	8.96	1.4e-06
GO:0033047	regulation of mitotic sister chromatid s...	75	35	16.8	2.3e-06
GO:0010564	regulation of cell cycle process	253	87	56.66	3.6e-06
GO:0051785	positive regulation of nuclear division	50	26	11.2	3.9e-06
GO:0007051	spindle organization	80	36	17.92	4.7e-06
GO:0044403	symbiont process	126	50	28.22	6.3e-06
GO:0007091	metaphase/anaphase transition of mitotic...	60	29	13.44	7.2e-06
