%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0031330	negative_regulation_of_cellular_catabolic_process	0.073%	 5.291	 1.915	4.558	-3.0000	0.677	0.000	GO:0031330	0
Biological_Process	GO:0006614	SRP-dependent_cotranslational_protein_targeting_to_membrane	0.097%	-3.200	 1.181	4.682	-2.7959	0.779	0.000	GO:0006614	0
Biological_Process	GO:0009895	negative_regulation_of_catabolic_process	0.075%	null	null	4.575	-2.7959	0.701	0.815	GO:0031330	1
Biological_Process	GO:0006613	cotranslational_protein_targeting_to_membrane	0.097%	null	null	4.685	-2.7212	0.785	0.983	GO:0006614	1
Biological_Process	GO:0044270	cellular_nitrogen_compound_catabolic_process	6.232%	null	null	6.491	-2.6383	0.819	0.832	GO:0034655	1
Biological_Process	GO:0019439	aromatic_compound_catabolic_process	6.316%	null	null	6.497	-2.6021	0.819	0.842	GO:0034655	1
Biological_Process	GO:0046700	heterocycle_catabolic_process	6.219%	null	null	6.490	-2.6021	0.819	0.840	GO:0034655	1
Biological_Process	GO:1903312	negative_regulation_of_mRNA_metabolic_process	0.060%	 4.960	 1.100	4.475	-2.4685	0.695	0.670	GO:1903312	0
Biological_Process	GO:0018105	peptidyl-serine_phosphorylation	0.011%	-1.001	 5.180	3.736	-2.4559	0.871	0.035	GO:0018105	0
Biological_Process	GO:0034655	nucleobase-containing_compound_catabolic_process	5.912%	 0.685	 6.330	6.468	-2.4437	0.810	0.621	GO:0034655	0
Biological_Process	GO:1901361	organic_cyclic_compound_catabolic_process	6.341%	null	null	6.499	-2.4202	0.837	0.771	GO:0034655	1
Biological_Process	GO:0097421	liver_regeneration	0.000%	-4.574	-6.112	1.301	-2.3768	0.837	0.026	GO:0097421	0
Biological_Process	GO:0045047	protein_targeting_to_ER	0.099%	null	null	4.691	-2.3665	0.829	0.997	GO:0006614	1
Biological_Process	GO:0072599	establishment_of_protein_localization_to_endoplasmic_reticulum	0.099%	null	null	4.692	-2.3098	0.866	0.992	GO:0006614	1
Biological_Process	GO:0006401	RNA_catabolic_process	0.274%	 0.540	 7.227	5.135	-2.2676	0.798	0.355	GO:0006401	0
Biological_Process	GO:0070972	protein_localization_to_endoplasmic_reticulum	0.103%	null	null	4.709	-2.1739	0.868	0.922	GO:0006614	1
Biological_Process	GO:0051187	cofactor_catabolic_process	0.066%	-0.161	 4.238	4.517	-2.1487	0.869	0.320	GO:0051187	0
Biological_Process	GO:0018209	peptidyl-serine_modification	0.012%	-2.132	 6.406	3.770	-2.0969	0.884	0.531	GO:0018209	0
Biological_Process	GO:0006402	mRNA_catabolic_process	0.113%	null	null	4.752	-2.0862	0.798	0.744	GO:1903312	1
Biological_Process	GO:0032675	regulation_of_interleukin-6_production	0.006%	-0.976	-6.677	3.462	-2.0655	0.725	0.395	GO:0032675	0
Biological_Process	GO:0034976	response_to_endoplasmic_reticulum_stress	0.011%	 6.877	-4.772	3.742	-2.0655	0.858	0.017	GO:0034976	0
Biological_Process	GO:0050900	leukocyte_migration	0.014%	 0.915	-2.340	3.828	-2.0362	0.824	0.179	GO:0050900	0
Biological_Process	GO:0006612	protein_targeting_to_membrane	0.109%	null	null	4.733	-1.9788	0.785	0.879	GO:0006614	1
Biological_Process	GO:0006691	leukotriene_metabolic_process	0.003%	-1.572	-0.894	3.205	-1.9431	0.925	0.033	GO:0006691	0
Biological_Process	GO:0044351	macropinocytosis	0.005%	-2.112	-0.882	3.356	-1.9431	0.938	0.171	GO:0044351	0
Biological_Process	GO:0048010	vascular_endothelial_growth_factor_receptor_signaling_pathway	0.003%	 6.496	-3.529	3.212	-1.9431	0.786	0.267	GO:0048010	0
Biological_Process	GO:0030433	ER-associated_ubiquitin-dependent_protein_catabolic_process	0.003%	-0.062	 6.099	3.128	-1.8928	0.826	0.542	GO:0030433	0
Biological_Process	GO:0000305	response_to_oxygen_radical	0.132%	 7.273	-4.882	4.819	-1.8416	0.839	0.478	GO:0000305	0
Biological_Process	GO:0001936	regulation_of_endothelial_cell_proliferation	0.005%	 3.033	-3.414	3.392	-1.8416	0.814	0.201	GO:0001936	0
Biological_Process	GO:0010032	meiotic_chromosome_condensation	0.000%	-5.176	 2.815	2.185	-1.8416	0.836	0.307	GO:0010032	0
Biological_Process	GO:0032635	interleukin-6_production	0.006%	-3.920	-6.712	3.472	-1.8416	0.810	0.682	GO:0032635	0
Biological_Process	GO:0035924	cellular_response_to_vascular_endothelial_growth_factor_stimulus	0.003%	 7.317	-4.767	3.182	-1.8416	0.862	0.266	GO:0035924	0
Biological_Process	GO:0070935	3'-UTR-mediated_mRNA_stabilization	0.001%	null	null	2.500	-1.8416	0.817	0.950	GO:0048255	1
Biological_Process	GO:0044248	cellular_catabolic_process	7.945%	null	null	6.597	-1.8297	0.836	0.800	GO:0034655	1
Biological_Process	GO:0040011	locomotion	1.437%	-1.240	-1.924	5.854	-1.8182	0.989	0.000	GO:0040011	0
Biological_Process	GO:0035556	intracellular_signal_transduction	2.718%	 5.948	-3.157	6.131	-1.8097	0.692	0.451	GO:0035556	0
