%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0000278	mitotic_cell_cycle	0.087%	-3.816	 0.401	4.637	-10.1427	0.727	0.591	GO:0000278	0
Biological_Process	GO:0007049	cell_cycle	1.410%	 5.016	-0.863	5.846	-10.0458	0.895	0.000	GO:0007049	0
Biological_Process	GO:1903047	mitotic_cell_cycle_process	0.077%	-3.132	 0.150	4.582	-10.0269	0.650	0.088	GO:1903047	0
Biological_Process	GO:0022402	cell_cycle_process	0.527%	-1.912	 0.167	5.418	-9.9208	0.696	0.684	GO:0022402	0
Biological_Process	GO:0007059	chromosome_segregation	0.373%	 3.678	 0.139	5.269	-8.9208	0.905	0.102	GO:0007059	0
Biological_Process	GO:0000280	nuclear_division	0.064%	-5.722	-0.636	4.503	-8.5229	0.681	0.087	GO:0000280	0
Biological_Process	GO:0000819	sister_chromatid_segregation	0.023%	-5.055	-0.148	4.061	-8.0809	0.633	0.671	GO:0000819	0
Biological_Process	GO:0048285	organelle_fission	0.071%	-2.097	-1.851	4.548	-7.9586	0.786	0.634	GO:0048285	0
Biological_Process	GO:0000070	mitotic_sister_chromatid_segregation	0.022%	null	null	4.046	-7.7212	0.577	0.919	GO:0000280	1
Biological_Process	GO:0044770	cell_cycle_phase_transition	0.030%	-1.932	-0.016	4.174	-7.0757	0.703	0.683	GO:0044770	0
Biological_Process	GO:0051983	regulation_of_chromosome_segregation	0.011%	-6.243	 5.448	3.722	-7.0177	0.765	0.075	GO:0051983	0
Biological_Process	GO:0051304	chromosome_separation	0.039%	-2.819	 0.963	4.286	-6.6778	0.685	0.695	GO:0051304	0
Biological_Process	GO:0044772	mitotic_cell_cycle_phase_transition	0.029%	null	null	4.163	-6.6383	0.647	0.920	GO:1903047	1
Biological_Process	GO:0051306	mitotic_sister_chromatid_separation	0.009%	null	null	3.663	-6.5850	0.591	0.946	GO:0000280	1
Biological_Process	GO:0051783	regulation_of_nuclear_division	0.017%	null	null	3.922	-6.3979	0.617	0.903	GO:0000280	1
Biological_Process	GO:0045840	positive_regulation_of_mitosis	0.002%	null	null	3.041	-6.3372	0.518	0.802	GO:0000280	1
Biological_Process	GO:0033045	regulation_of_sister_chromatid_segregation	0.009%	null	null	3.661	-6.3279	0.538	0.946	GO:0000280	1
Biological_Process	GO:0007088	regulation_of_mitosis	0.014%	null	null	3.857	-6.1249	0.514	0.895	GO:0000280	1
Biological_Process	GO:0051276	chromosome_organization	0.336%	null	null	5.223	-6.1192	0.767	0.716	GO:0048285	1
Biological_Process	GO:0045931	positive_regulation_of_mitotic_cell_cycle	0.003%	null	null	3.160	-6.0315	0.589	0.887	GO:0000280	1
Biological_Process	GO:0051225	spindle_assembly	0.007%	null	null	3.538	-5.8539	0.644	0.807	GO:0007051	1
Biological_Process	GO:0051984	positive_regulation_of_chromosome_segregation	0.000%	-6.129	 5.351	2.161	-5.8539	0.733	0.509	GO:0051984	0
Biological_Process	GO:0033047	regulation_of_mitotic_sister_chromatid_segregation	0.009%	null	null	3.660	-5.6383	0.510	0.999	GO:0000280	1
Biological_Process	GO:0010564	regulation_of_cell_cycle_process	0.066%	null	null	4.515	-5.4437	0.590	0.720	GO:1903047	1
Biological_Process	GO:0051785	positive_regulation_of_nuclear_division	0.003%	null	null	3.225	-5.4089	0.593	0.908	GO:0000280	1
Biological_Process	GO:0007051	spindle_organization	0.011%	-4.750	-1.649	3.737	-5.3279	0.642	0.641	GO:0007051	0
Biological_Process	GO:0044403	symbiosis,_encompassing_mutualism_through_parasitism	1.784%	-1.100	 3.426	5.948	-5.2007	0.936	0.000	GO:0044403	0
Biological_Process	GO:0007091	metaphase/anaphase_transition_of_mitotic_cell_cycle	0.009%	null	null	3.655	-5.1427	0.504	0.997	GO:0000280	1
Biological_Process	GO:0030071	regulation_of_mitotic_metaphase/anaphase_transition	0.009%	null	null	3.641	-5.1427	0.504	0.982	GO:0000280	1
Biological_Process	GO:1902850	microtubule_cytoskeleton_organization_involved_in_mitosis	0.002%	null	null	2.913	-5.1367	0.625	0.789	GO:0000280	1
Biological_Process	GO:0045842	positive_regulation_of_mitotic_metaphase/anaphase_transition	0.001%	null	null	2.403	-5.0969	0.529	0.924	GO:0000280	1
Biological_Process	GO:1901970	positive_regulation_of_mitotic_sister_chromatid_separation	0.001%	null	null	2.405	-5.0969	0.537	0.741	GO:0000280	1
Biological_Process	GO:0007346	regulation_of_mitotic_cell_cycle	0.034%	null	null	4.225	-5.0655	0.596	0.928	GO:1903047	1
Biological_Process	GO:0010965	regulation_of_mitotic_sister_chromatid_separation	0.009%	null	null	3.659	-4.9586	0.510	1.000	GO:0000280	1
Biological_Process	GO:0051231	spindle_elongation	0.000%	null	null	2.236	-4.9586	0.688	0.823	GO:0007051	1
Biological_Process	GO:0051301	cell_division	1.357%	 2.263	-0.750	5.829	-4.9208	0.895	0.118	GO:0051301	0
