%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0045840	positive_regulation_of_mitosis	0.002%	-0.181	-7.229	3.041	-5.2441	0.611	0.000	GO:0045840	0
Biological_Process	GO:0051785	positive_regulation_of_nuclear_division	0.003%	null	null	3.225	-4.4815	0.659	0.827	GO:0045840	1
Biological_Process	GO:0045842	positive_regulation_of_mitotic_metaphase/anaphase_transition	0.001%	null	null	2.403	-4.4318	0.625	0.899	GO:0045840	1
Biological_Process	GO:0071705	nitrogen_compound_transport	2.072%	 6.772	 0.531	6.013	-4.4318	0.876	0.000	GO:0071705	0
Biological_Process	GO:1901970	positive_regulation_of_mitotic_sister_chromatid_separation	0.001%	null	null	2.405	-4.4318	0.630	0.793	GO:0045840	1
Biological_Process	GO:0051306	mitotic_sister_chromatid_separation	0.009%	null	null	3.663	-4.3872	0.696	0.766	GO:0045840	1
Biological_Process	GO:0051984	positive_regulation_of_chromosome_segregation	0.000%	-1.427	-6.701	2.161	-4.2840	0.760	0.462	GO:0051984	0
Biological_Process	GO:0006810	transport	17.382%	 6.877	 0.472	6.937	-4.1249	0.844	0.579	GO:0006810	0
Biological_Process	GO:0045184	establishment_of_protein_localization	1.680%	null	null	5.922	-4.0458	0.829	0.972	GO:0015031	1
Biological_Process	GO:1902101	positive_regulation_of_metaphase/anaphase_transition_of_cell_cycle	0.001%	null	null	2.412	-4.0177	0.627	0.793	GO:0045840	1
Biological_Process	GO:0051234	establishment_of_localization	17.470%	null	null	6.939	-4.0132	0.846	0.810	GO:0006810	1
Biological_Process	GO:0007091	metaphase/anaphase_transition_of_mitotic_cell_cycle	0.009%	null	null	3.655	-3.9586	0.611	0.997	GO:0045840	1
Biological_Process	GO:0030071	regulation_of_mitotic_metaphase/anaphase_transition	0.009%	null	null	3.641	-3.9586	0.611	0.902	GO:0045840	1
Biological_Process	GO:0009057	macromolecule_catabolic_process	1.643%	-4.004	 0.268	5.912	-3.9208	0.849	0.000	GO:0009057	0
Biological_Process	GO:0051179	localization	17.864%	 0.816	-0.015	6.949	-3.8539	0.995	0.000	GO:0051179	0
Biological_Process	GO:0044403	symbiosis,_encompassing_mutualism_through_parasitism	1.784%	null	null	5.948	-3.8239	0.946	0.979	GO:0016032	1
Biological_Process	GO:0010965	regulation_of_mitotic_sister_chromatid_separation	0.009%	null	null	3.659	-3.7959	0.613	1.000	GO:0045840	1
Biological_Process	GO:0033047	regulation_of_mitotic_sister_chromatid_segregation	0.009%	null	null	3.660	-3.7959	0.613	1.000	GO:0045840	1
