%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0051603	proteolysis_involved_in_cellular_protein_catabolic_process	0.218%	 1.739	 4.974	5.036	-4.1249	0.721	0.000	GO:0051603	0
Biological_Process	GO:0043632	modification-dependent_macromolecule_catabolic_process	0.135%	 2.527	 3.310	4.828	-4.0362	0.783	0.699	GO:0043632	0
Biological_Process	GO:0019941	modification-dependent_protein_catabolic_process	0.135%	null	null	4.826	-3.6990	0.726	0.983	GO:0051603	1
Biological_Process	GO:0006511	ubiquitin-dependent_protein_catabolic_process	0.111%	null	null	4.741	-3.6198	0.729	0.944	GO:0051603	1
Biological_Process	GO:1902969	mitotic_cell_cycle_DNA_replication	0.000%	null	null	1.643	-3.5376	0.835	0.793	GO:0033260	1
Biological_Process	GO:0044257	cellular_protein_catabolic_process	0.220%	null	null	5.039	-3.5229	0.729	0.916	GO:0051603	1
Biological_Process	GO:0006807	nitrogen_compound_metabolic_process	38.650%	 0.106	-0.294	7.284	-3.4089	0.982	0.015	GO:0006807	0
Biological_Process	GO:0034641	cellular_nitrogen_compound_metabolic_process	33.428%	 7.287	-2.640	7.221	-3.3665	0.861	0.244	GO:0034641	0
Biological_Process	GO:0030163	protein_catabolic_process	0.359%	 1.573	 4.693	5.251	-3.3188	0.770	0.687	GO:0030163	0
Biological_Process	GO:1901565	organonitrogen_compound_catabolic_process	6.082%	 6.428	-1.379	6.481	-3.2840	0.769	0.623	GO:1901565	0
Biological_Process	GO:0042455	ribonucleoside_biosynthetic_process	1.646%	 5.745	-4.420	5.913	-3.2596	0.756	0.062	GO:0042455	0
Biological_Process	GO:0033260	nuclear_cell_cycle_DNA_replication	0.001%	 2.593	-2.952	2.679	-3.2218	0.820	0.233	GO:0033260	0
Biological_Process	GO:0044248	cellular_catabolic_process	7.945%	null	null	6.597	-3.1427	0.825	0.793	GO:1901565	1
Biological_Process	GO:0009056	catabolic_process	9.625%	-0.676	 2.356	6.680	-2.9431	0.983	0.021	GO:0009056	0
Biological_Process	GO:0010498	proteasomal_protein_catabolic_process	0.048%	null	null	4.380	-2.8928	0.746	0.887	GO:0051603	1
Biological_Process	GO:0043161	proteasome-mediated_ubiquitin-dependent_protein_catabolic_process	0.021%	null	null	4.026	-2.8729	0.748	0.838	GO:0051603	1
Biological_Process	GO:0009163	nucleoside_biosynthetic_process	1.665%	null	null	5.918	-2.8297	0.756	0.978	GO:0042455	1
Biological_Process	GO:0034404	nucleobase-containing_small_molecule_biosynthetic_process	2.079%	 5.431	-4.641	6.015	-2.7595	0.775	0.497	GO:0034404	0
Biological_Process	GO:0007176	regulation_of_epidermal_growth_factor-activated_receptor_activity	0.002%	-5.195	-2.897	2.888	-2.5768	0.630	0.258	GO:0007176	0
Biological_Process	GO:0006139	nucleobase-containing_compound_metabolic_process	29.917%	 6.803	-2.176	7.173	-2.5686	0.832	0.507	GO:0006139	0
Biological_Process	GO:0051972	regulation_of_telomerase_activity	0.001%	-2.302	-7.029	2.603	-2.5452	0.719	0.566	GO:0051972	0
Biological_Process	GO:0046483	heterocycle_metabolic_process	33.326%	 3.648	-0.328	7.220	-2.4437	0.908	0.260	GO:0046483	0
Biological_Process	GO:0032259	methylation	2.781%	-0.157	 1.504	6.141	-2.4401	0.984	0.007	GO:0032259	0
Biological_Process	GO:0044238	primary_metabolic_process	51.925%	 0.004	 0.015	7.412	-2.4045	0.982	0.044	GO:0044238	0
Biological_Process	GO:0045732	positive_regulation_of_protein_catabolic_process	0.007%	null	null	3.544	-2.3904	0.607	0.715	GO:0051603	1
Biological_Process	GO:1901575	organic_substance_catabolic_process	9.316%	null	null	6.666	-2.3747	0.833	0.862	GO:1901565	1
Biological_Process	GO:2001252	positive_regulation_of_chromosome_organization	0.005%	-6.415	 2.432	3.362	-2.3686	0.684	0.018	GO:2001252	0
Biological_Process	GO:0042176	regulation_of_protein_catabolic_process	0.019%	null	null	3.972	-2.3497	0.653	0.763	GO:0051603	1
Biological_Process	GO:1901800	positive_regulation_of_proteasomal_protein_catabolic_process	0.003%	null	null	3.209	-2.3316	0.594	0.878	GO:0051603	1
Biological_Process	GO:1903052	positive_regulation_of_proteolysis_involved_in_cellular_protein_catabolic_process	0.003%	null	null	3.209	-2.3316	0.599	0.926	GO:0051603	1
Biological_Process	GO:1903364	positive_regulation_of_cellular_protein_catabolic_process	0.000%	null	null	1.771	-2.3316	0.655	0.753	GO:0051603	1
Biological_Process	GO:0071704	organic_substance_metabolic_process	56.178%	-0.059	 1.151	7.446	-2.3279	0.982	0.057	GO:0071704	0
Biological_Process	GO:0031060	regulation_of_histone_methylation	0.003%	null	null	3.196	-2.3045	0.605	0.829	GO:2001252	1
Biological_Process	GO:0071559	response_to_transforming_growth_factor_beta	0.013%	null	null	3.796	-2.3045	0.909	0.898	GO:0071560	1
Biological_Process	GO:0071560	cellular_response_to_transforming_growth_factor_beta_stimulus	0.013%	-4.123	-4.244	3.795	-2.3045	0.882	0.259	GO:0071560	0
Biological_Process	GO:0009894	regulation_of_catabolic_process	0.276%	-5.285	-3.268	5.138	-2.2652	0.750	0.352	GO:0009894	0
Biological_Process	GO:0045934	negative_regulation_of_nucleobase-containing_compound_metabolic_process	0.542%	-2.097	-6.816	5.431	-2.2336	0.650	0.370	GO:0045934	0
Biological_Process	GO:0006595	polyamine_metabolic_process	0.102%	 6.554	-3.057	4.707	-2.2007	0.862	0.239	GO:0006595	0
Biological_Process	GO:0008616	queuosine_biosynthetic_process	0.208%	null	null	5.014	-2.2007	0.693	0.783	GO:0042455	1
Biological_Process	GO:0010866	regulation_of_triglyceride_biosynthetic_process	0.001%	null	null	2.675	-2.2007	0.743	0.950	GO:0019432	1
Biological_Process	GO:0019072	viral_genome_packaging	0.002%	-2.236	 6.487	2.931	-2.2007	0.900	0.288	GO:0019072	0
Biological_Process	GO:0019074	viral_RNA_genome_packaging	0.000%	-2.230	 6.409	2.158	-2.2007	0.907	0.608	GO:0019074	0
Biological_Process	GO:0046116	queuosine_metabolic_process	0.208%	 6.575	-3.376	5.014	-2.2007	0.835	0.454	GO:0046116	0
Biological_Process	GO:0070198	protein_localization_to_chromosome,_telomeric_region	0.000%	-1.525	-0.462	2.294	-2.1931	0.939	0.000	GO:0070198	0
Biological_Process	GO:0043414	macromolecule_methylation	1.178%	 2.499	 4.627	5.768	-2.1904	0.809	0.364	GO:0043414	0
Biological_Process	GO:0009451	RNA_modification	1.915%	 5.181	 1.321	5.979	-2.1838	0.759	0.673	GO:0009451	0
Biological_Process	GO:1903050	regulation_of_proteolysis_involved_in_cellular_protein_catabolic_process	0.007%	null	null	3.539	-2.1818	0.634	0.989	GO:0051603	1
Biological_Process	GO:1903362	regulation_of_cellular_protein_catabolic_process	0.007%	null	null	3.558	-2.1818	0.638	0.898	GO:0051603	1
Biological_Process	GO:0006508	proteolysis	3.705%	 2.686	 5.272	6.266	-2.1561	0.823	0.390	GO:0006508	0
Biological_Process	GO:0009309	amine_biosynthetic_process	0.285%	null	null	5.152	-2.1397	0.818	0.820	GO:0006595	1
Biological_Process	GO:0042401	cellular_biogenic_amine_biosynthetic_process	0.285%	null	null	5.152	-2.1397	0.817	0.945	GO:0006595	1
Biological_Process	GO:0070534	protein_K63-linked_ubiquitination	0.002%	 1.058	 5.426	2.997	-2.1397	0.833	0.370	GO:0070534	0
Biological_Process	GO:0006325	chromatin_organization	0.109%	-2.307	 6.618	4.733	-2.1273	0.834	0.676	GO:0006325	0
Biological_Process	GO:0019725	cellular_homeostasis	0.804%	-5.915	-5.723	5.602	-2.1215	0.760	0.219	GO:0019725	0
Biological_Process	GO:1901360	organic_cyclic_compound_metabolic_process	33.913%	 3.497	 0.112	7.227	-2.1163	0.921	0.097	GO:1901360	0
Biological_Process	GO:0050821	protein_stabilization	0.020%	-5.255	-3.149	4.006	-2.1129	0.763	0.527	GO:0050821	0
Biological_Process	GO:0006725	cellular_aromatic_compound_metabolic_process	33.051%	 2.974	-0.757	7.216	-2.1113	0.908	0.259	GO:0006725	0
Biological_Process	GO:0009057	macromolecule_catabolic_process	1.643%	 2.689	 4.068	5.912	-2.1107	0.818	0.423	GO:0009057	0
Biological_Process	GO:0000393	spliceosomal_conformational_changes_to_generate_catalytic_conformation	0.000%	-1.209	 6.904	1.580	-2.1062	0.819	0.250	GO:0000393	0
Biological_Process	GO:2000058	regulation_of_protein_ubiquitination_involved_in_ubiquitin-dependent_protein_catabolic_process	0.001%	null	null	2.795	-2.1018	0.635	0.886	GO:0051603	1
Biological_Process	GO:0031329	regulation_of_cellular_catabolic_process	0.263%	null	null	5.116	-2.0964	0.675	0.809	GO:0051603	1
Biological_Process	GO:0019432	triglyceride_biosynthetic_process	0.002%	 2.559	-3.968	3.080	-2.0937	0.846	0.247	GO:0019432	0
Biological_Process	GO:0031938	regulation_of_chromatin_silencing_at_telomere	0.000%	-1.930	-5.331	1.672	-2.0888	0.739	0.543	GO:0031938	0
Biological_Process	GO:2000678	negative_regulation_of_transcription_regulatory_region_DNA_binding	0.001%	-6.015	-5.058	2.690	-2.0888	0.840	0.420	GO:2000678	0
Biological_Process	GO:0044265	cellular_macromolecule_catabolic_process	1.109%	null	null	5.742	-2.0846	0.757	0.798	GO:0030163	1
Biological_Process	GO:1901564	organonitrogen_compound_metabolic_process	19.565%	 6.469	-1.997	6.988	-2.0367	0.879	0.428	GO:1901564	0
Biological_Process	GO:0061136	regulation_of_proteasomal_protein_catabolic_process	0.006%	null	null	3.483	-2.0146	0.634	0.956	GO:0051603	1
Biological_Process	GO:0006576	cellular_biogenic_amine_metabolic_process	0.455%	null	null	5.355	-1.9838	0.846	0.929	GO:0006595	1
Biological_Process	GO:0009890	negative_regulation_of_biosynthetic_process	0.514%	null	null	5.408	-1.9747	0.697	0.891	GO:0045934	1
Biological_Process	GO:1901659	glycosyl_compound_biosynthetic_process	1.692%	null	null	5.925	-1.9435	0.836	0.761	GO:0042455	1
Biological_Process	GO:0006479	protein_methylation	0.199%	 2.067	 5.716	4.995	-1.9363	0.777	0.653	GO:0006479	0
Biological_Process	GO:0008213	protein_alkylation	0.199%	 2.078	 4.939	4.995	-1.9363	0.796	0.530	GO:0008213	0
Biological_Process	GO:0080134	regulation_of_response_to_stress	0.370%	-6.294	-4.998	5.266	-1.9183	0.761	0.593	GO:0080134	0
Biological_Process	GO:0006914	autophagy	0.099%	-0.301	 3.908	4.690	-1.9165	0.872	0.357	GO:0006914	0
Biological_Process	GO:0051973	positive_regulation_of_telomerase_activity	0.000%	null	null	2.152	-1.9129	0.729	0.883	GO:0051972	1
Biological_Process	GO:0006399	tRNA_metabolic_process	2.533%	 6.433	 0.753	6.100	-1.8969	0.780	0.217	GO:0006399	0
Biological_Process	GO:0009416	response_to_light_stimulus	0.083%	-3.148	-3.788	4.616	-1.8614	0.924	0.275	GO:0009416	0
Biological_Process	GO:0006515	misfolded_or_incompletely_synthesized_protein_catabolic_process	0.032%	null	null	4.206	-1.8392	0.751	0.862	GO:0051603	1
Biological_Process	GO:0009073	aromatic_amino_acid_family_biosynthetic_process	0.596%	 6.050	-4.771	5.472	-1.8271	0.781	0.593	GO:0009073	0
Biological_Process	GO:0034698	response_to_gonadotropin	0.001%	-3.978	-3.908	2.691	-1.8207	0.921	0.661	GO:0034698	0
Biological_Process	GO:0061097	regulation_of_protein_tyrosine_kinase_activity	0.004%	null	null	3.271	-1.8207	0.669	0.848	GO:0007176	1
Biological_Process	GO:1901998	toxin_transport	0.033%	-2.281	 0.611	4.214	-1.8207	0.965	0.138	GO:1901998	0
