GO.ID	Term	Annotated	Significant	Expected	classic
GO:0008299	isoprenoid biosynthetic process	31	15	6.25	0.00037
GO:0051085	chaperone cofactor-dependent protein ref...	7	6	1.41	0.00038
GO:0071705	nitrogen compound transport	568	144	114.48	0.00052
GO:0040018	positive regulation of multicellular org...	12	8	2.42	0.00060
GO:0016246	RNA interference	15	9	3.02	0.00081
GO:0051179	localization	1156	268	233	0.00084
GO:0007568	aging	165	50	33.26	0.00096
GO:0008340	determination of adult lifespan	79	28	15.92	0.00099
GO:0006886	intracellular protein transport	383	101	77.2	0.00103
GO:0006810	transport	945	223	190.47	0.00110
GO:0071702	organic substance transport	596	148	120.13	0.00117
GO:0000290	deadenylation-dependent decapping of nuc...	8	6	1.61	0.00127
GO:0051084	'de novo' posttranslational protein fold...	8	6	1.61	0.00127
GO:0042026	protein refolding	13	8	2.62	0.00128
GO:0051234	establishment of localization	981	230	197.73	0.00132
GO:0015833	peptide transport	472	120	95.13	0.00152
GO:0010259	multicellular organism aging	81	28	16.33	0.00154
GO:0030727	germarium-derived female germ-line cyst ...	4	4	0.81	0.00164
GO:0048134	germ-line cyst formation	4	4	0.81	0.00164
GO:0048135	female germ-line cyst formation	4	4	0.81	0.00164
GO:0042886	amide transport	482	122	97.15	0.00165
GO:0015031	protein transport	455	116	91.71	0.00165
GO:0062012	regulation of small molecule metabolic p...	97	32	19.55	0.00177
GO:0006892	post-Golgi vesicle-mediated transport	42	17	8.47	0.00193
GO:0090559	regulation of membrane permeability	11	7	2.22	0.00202
GO:1905330	regulation of morphogenesis of an epithe...	11	7	2.22	0.00202
GO:0006401	RNA catabolic process	158	47	31.85	0.00209
GO:0006720	isoprenoid metabolic process	46	18	9.27	0.00225
GO:0045840	positive regulation of mitotic nuclear d...	46	18	9.27	0.00225
GO:0016071	mRNA metabolic process	317	84	63.89	0.00243
GO:0017148	negative regulation of translation	36	15	7.26	0.00251
GO:0048639	positive regulation of developmental gro...	23	11	4.64	0.00257
GO:0006402	mRNA catabolic process	139	42	28.02	0.00259
GO:0006839	mitochondrial transport	80	27	16.12	0.00276
GO:0045184	establishment of protein localization	484	121	97.55	0.00282
GO:0006605	protein targeting	198	56	39.91	0.00292
GO:0072594	establishment of protein localization to...	245	67	49.38	0.00295
GO:0001112	DNA-templated transcriptional open compl...	9	6	1.81	0.00315
GO:0001120	protein-DNA complex remodeling	9	6	1.81	0.00315
GO:0006109	regulation of carbohydrate metabolic pro...	30	13	6.05	0.00320
GO:0055085	transmembrane transport	308	81	62.08	0.00365
GO:0051301	cell division	205	57	41.32	0.00407
GO:0034220	ion transmembrane transport	218	60	43.94	0.00415
GO:0042552	myelination	15	8	3.02	0.00437
GO:0051649	establishment of localization in cell	568	138	114.48	0.00449
GO:0034249	negative regulation of cellular amide me...	38	15	7.66	0.00467
GO:0034035	purine ribonucleoside bisphosphate metab...	7	5	1.41	0.00479
