GO.ID	Term	Annotated	Significant	Expected	classic
GO:0033260	nuclear DNA replication	44	23	12.26	0.00050
GO:0034641	cellular nitrogen compound metabolic pro...	1691	513	471.27	0.00057
GO:0019432	triglyceride biosynthetic process	8	7	2.23	0.00078
GO:0021953	central nervous system neuron differenti...	8	7	2.23	0.00078
GO:1902969	mitotic DNA replication	35	19	9.75	0.00083
GO:0016078	tRNA catabolic process	10	8	2.79	0.00091
GO:0006399	tRNA metabolic process	128	52	35.67	0.00101
GO:0044238	primary metabolic process	2408	705	671.09	0.00110
GO:0006479	protein methylation	79	35	22.02	0.00113
GO:0008213	protein alkylation	79	35	22.02	0.00113
GO:0046483	heterocycle metabolic process	1518	462	423.06	0.00123
GO:0006139	nucleobase-containing compound metabolic...	1401	429	390.45	0.00129
GO:0043928	exonucleolytic nuclear-transcribed mRNA ...	26	15	7.25	0.00129
GO:0043632	modification-dependent macromolecule cat...	231	85	64.38	0.00136
GO:0009416	response to light stimulus	166	64	46.26	0.00142
GO:0006396	RNA processing	448	152	124.85	0.00143
GO:1901360	organic cyclic compound metabolic proces...	1590	481	443.12	0.00163
GO:0000393	spliceosomal conformational changes to g...	17	11	4.74	0.00164
GO:0035710	CD4-positive, alpha-beta T cell activati...	5	5	1.39	0.00167
GO:0018108	peptidyl-tyrosine phosphorylation	29	16	8.08	0.00171
GO:0018212	peptidyl-tyrosine modification	29	16	8.08	0.00171
GO:0006725	cellular aromatic compound metabolic pro...	1530	464	426.4	0.00174
GO:0006807	nitrogen compound metabolic process	2316	679	645.45	0.00175
GO:0050730	regulation of peptidyl-tyrosine phosphor...	22	13	6.13	0.00204
GO:0071704	organic substance metabolic process	2537	737	707.05	0.00204
GO:0043144	snoRNA processing	20	12	5.57	0.00254
GO:0043634	polyadenylation-dependent ncRNA cataboli...	9	7	2.51	0.00266
GO:0050732	negative regulation of peptidyl-tyrosine...	9	7	2.51	0.00266
GO:0071029	nuclear ncRNA surveillance	9	7	2.51	0.00266
GO:0071035	nuclear polyadenylation-dependent rRNA c...	9	7	2.51	0.00266
GO:0071038	nuclear polyadenylation-dependent tRNA c...	9	7	2.51	0.00266
GO:0071046	nuclear polyadenylation-dependent ncRNA ...	9	7	2.51	0.00266
GO:0016074	snoRNA metabolic process	25	14	6.97	0.00276
GO:0070481	nuclear-transcribed mRNA catabolic proce...	16	10	4.46	0.00390
GO:0034470	ncRNA processing	274	96	76.36	0.00403
GO:0051603	proteolysis involved in cellular protein...	242	86	67.44	0.00412
GO:0009073	aromatic amino acid family biosynthetic ...	26	14	7.25	0.00447
GO:0048573	photoperiodism, flowering	14	9	3.9	0.00476
GO:0043414	macromolecule methylation	124	48	34.56	0.00500
GO:0006511	ubiquitin-dependent protein catabolic pr...	218	78	60.76	0.00509
GO:0016070	RNA metabolic process	971	301	270.61	0.00542
GO:0042306	regulation of protein import into nucleu...	12	8	3.34	0.00573
GO:0006595	polyamine metabolic process	4	4	1.11	0.00600
GO:0008616	queuosine biosynthetic process	4	4	1.11	0.00600
GO:0010866	regulation of triglyceride biosynthetic ...	4	4	1.11	0.00600
GO:0035329	hippo signaling	4	4	1.11	0.00600
GO:0035330	regulation of hippo signaling	4	4	1.11	0.00600
GO:0035331	negative regulation of hippo signaling	4	4	1.11	0.00600
GO:0043367	CD4-positive, alpha-beta T cell differen...	4	4	1.11	0.00600
GO:0046116	queuosine metabolic process	4	4	1.11	0.00600
GO:0046710	GDP metabolic process	4	4	1.11	0.00600
GO:0097720	calcineurin-mediated signaling	4	4	1.11	0.00600
GO:0009314	response to radiation	213	76	59.36	0.00613
GO:0019941	modification-dependent protein catabolic...	220	78	61.31	0.00664
GO:0000467	exonucleolytic trimming to generate matu...	10	7	2.79	0.00673
GO:0043633	polyadenylation-dependent RNA catabolic ...	10	7	2.79	0.00673
GO:0046460	neutral lipid biosynthetic process	10	7	2.79	0.00673
GO:0046463	acylglycerol biosynthetic process	10	7	2.79	0.00673
GO:0070534	protein K63-linked ubiquitination	10	7	2.79	0.00673
GO:0071042	nuclear polyadenylation-dependent mRNA c...	10	7	2.79	0.00673
GO:0071047	polyadenylation-dependent mRNA catabolic...	10	7	2.79	0.00673
GO:2000028	regulation of photoperiodism, flowering	10	7	2.79	0.00673
GO:0042455	ribonucleoside biosynthetic process	22	12	6.13	0.00733
GO:0008033	tRNA processing	72	30	20.07	0.00752
GO:0000350	generation of catalytic spliceosome for ...	8	6	2.23	0.00755
GO:0009650	UV protection	8	6	2.23	0.00755
GO:0002286	T cell activation involved in immune res...	6	5	1.67	0.00769
GO:0031938	regulation of chromatin silencing at tel...	6	5	1.67	0.00769
GO:0035167	larval lymph gland hemopoiesis	6	5	1.67	0.00769
GO:0051347	positive regulation of transferase activ...	99	39	27.59	0.00779
GO:0032259	methylation	139	52	38.74	0.00791
GO:0000291	nuclear-transcribed mRNA catabolic proce...	30	15	8.36	0.00807
GO:0090304	nucleic acid metabolic process	1156	352	322.17	0.00827
GO:0030163	protein catabolic process	287	98	79.99	0.00864
GO:0001933	negative regulation of protein phosphory...	61	26	17	0.00882
GO:0033674	positive regulation of kinase activity	64	27	17.84	0.00903
GO:0043038	amino acid activation	33	16	9.2	0.00910
GO:0043039	tRNA aminoacylation	33	16	9.2	0.00910
GO:0042180	cellular ketone metabolic process	70	29	19.51	0.00934
GO:0009451	RNA modification	100	39	27.87	0.00943
GO:0010498	proteasomal protein catabolic process	194	69	54.07	0.00961
GO:0044265	cellular macromolecule catabolic process	404	133	112.59	0.00976
GO:1901576	organic substance biosynthetic process	1507	450	419.99	0.01004
GO:0044257	cellular protein catabolic process	256	88	71.35	0.01040
GO:0044237	cellular metabolic process	2619	753	729.9	0.01046
GO:0043161	proteasome-mediated ubiquitin-dependent ...	182	65	50.72	0.01066
GO:0045860	positive regulation of protein kinase ac...	62	26	17.28	0.01127
GO:0031126	snoRNA 3'-end processing	13	8	3.62	0.01130
GO:0034660	ncRNA metabolic process	359	119	100.05	0.01141
GO:0042326	negative regulation of phosphorylation	65	27	18.12	0.01146
GO:0006418	tRNA aminoacylation for protein translat...	31	15	8.64	0.01169
GO:0009793	embryo development ending in seed dorman...	89	35	24.8	0.01173
GO:0048522	positive regulation of cellular process	847	262	236.05	0.01190
GO:1903508	positive regulation of nucleic acid-temp...	215	75	59.92	0.01195
GO:0048608	reproductive structure development	238	82	66.33	0.01239
GO:0051241	negative regulation of multicellular org...	117	44	32.61	0.01262
GO:0009163	nucleoside biosynthetic process	26	13	7.25	0.01339
GO:1902680	positive regulation of RNA biosynthetic ...	216	75	60.2	0.01349
GO:0016571	histone methylation	54	23	15.05	0.01351
GO:0061458	reproductive system development	239	82	66.61	0.01390
GO:0000060	protein import into nucleus, translocati...	11	7	3.07	0.01409
GO:0034698	response to gonadotropin	11	7	3.07	0.01409
GO:0050680	negative regulation of epithelial cell p...	11	7	3.07	0.01409
GO:0061097	regulation of protein tyrosine kinase ac...	11	7	3.07	0.01409
GO:0051254	positive regulation of RNA metabolic pro...	233	80	64.94	0.01474
GO:0006641	triglyceride metabolic process	21	11	5.85	0.01487
GO:0071559	response to transforming growth factor b...	21	11	5.85	0.01487
GO:0071560	cellular response to transforming growth...	21	11	5.85	0.01487
GO:0007179	transforming growth factor beta receptor...	16	9	4.46	0.01554
GO:0032201	telomere maintenance via semi-conservati...	16	9	4.46	0.01554
GO:0009057	macromolecule catabolic process	443	143	123.46	0.01569
GO:0018022	peptidyl-lysine methylation	46	20	12.82	0.01603
GO:0045893	positive regulation of transcription, DN...	208	72	57.97	0.01655
GO:0045923	positive regulation of fatty acid metabo...	9	6	2.51	0.01733
GO:0071051	polyadenylation-dependent snoRNA 3'-end ...	9	6	2.51	0.01733
GO:0090207	regulation of triglyceride metabolic pro...	9	6	2.51	0.01733
GO:0097529	myeloid leukocyte migration	9	6	2.51	0.01733
GO:0040007	growth	297	99	82.77	0.01740
GO:0048580	regulation of post-embryonic development	67	27	18.67	0.01788
GO:0090287	regulation of cellular response to growt...	19	10	5.3	0.01926
