%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0000027	ribosomal_large_subunit_assembly	0.030%	-0.594	 7.768	4.173	-4.6990	0.758	0.000	GO:0000027	0
Biological_Process	GO:0071705	nitrogen_compound_transport	2.072%	 6.273	-0.869	6.013	-4.3010	0.868	0.000	GO:0071705	0
Biological_Process	GO:0045184	establishment_of_protein_localization	1.680%	null	null	5.922	-4.2147	0.794	0.972	GO:0015031	1
Biological_Process	GO:0006886	intracellular_protein_transport	0.521%	null	null	5.413	-4.1739	0.746	0.855	GO:0015031	1
Biological_Process	GO:0015031	protein_transport	1.595%	 6.346	-0.467	5.900	-4.1079	0.786	0.361	GO:0015031	0
Biological_Process	GO:0015833	peptide_transport	0.308%	 6.792	-0.684	5.186	-3.9586	0.817	0.553	GO:0015833	0
Biological_Process	GO:0042886	amide_transport	0.351%	 6.909	-0.858	5.242	-3.8861	0.828	0.664	GO:0042886	0
Biological_Process	GO:0042255	ribosome_assembly	0.081%	null	null	4.606	-3.7447	0.740	0.897	GO:0000027	1
Biological_Process	GO:0071702	organic_substance_transport	5.487%	 6.489	-0.888	6.436	-3.6990	0.855	0.426	GO:0071702	0
Biological_Process	GO:0045835	negative_regulation_of_meiosis	0.001%	-3.823	 5.944	2.542	-3.6778	0.588	0.463	GO:0045835	0
Biological_Process	GO:0033313	meiotic_cell_cycle_checkpoint	0.000%	-0.307	 3.612	1.954	-3.4685	0.813	0.666	GO:0033313	0
Biological_Process	GO:0009756	carbohydrate_mediated_signaling	0.003%	null	null	3.144	-3.2840	0.795	0.918	GO:0010182	1
Biological_Process	GO:0010182	sugar_mediated_signaling_pathway	0.003%	-5.320	-1.505	3.143	-3.2840	0.795	0.015	GO:0010182	0
Biological_Process	GO:0006605	protein_targeting	0.380%	null	null	5.277	-3.2366	0.716	0.918	GO:0015031	1
Biological_Process	GO:0046907	intracellular_transport	0.739%	null	null	5.566	-3.2291	0.789	0.887	GO:0015031	1
Biological_Process	GO:0072594	establishment_of_protein_localization_to_organelle	0.153%	null	null	4.882	-3.2147	0.774	0.757	GO:0015031	1
Biological_Process	GO:0034613	cellular_protein_localization	0.670%	null	null	5.523	-3.1938	0.757	0.969	GO:0015031	1
Biological_Process	GO:0006109	regulation_of_carbohydrate_metabolic_process	0.056%	-6.194	-0.848	4.441	-3.1308	0.830	0.184	GO:0006109	0
Biological_Process	GO:0008104	protein_localization	1.716%	null	null	5.931	-3.0757	0.798	0.939	GO:0015031	1
Biological_Process	GO:0072599	establishment_of_protein_localization_to_endoplasmic_reticulum	0.099%	null	null	4.692	-3.0757	0.779	0.951	GO:0015031	1
Biological_Process	GO:0006413	translational_initiation	0.267%	-3.221	-3.870	5.123	-3.0410	0.890	0.020	GO:0006413	0
Biological_Process	GO:0015931	nucleobase-containing_compound_transport	0.238%	 6.260	-0.624	5.072	-3.0410	0.855	0.642	GO:0015931	0
Biological_Process	GO:0051649	establishment_of_localization_in_cell	1.489%	null	null	5.870	-3.0315	0.779	0.757	GO:0015031	1
Biological_Process	GO:0022618	ribonucleoprotein_complex_assembly	0.107%	null	null	4.728	-3.0044	0.785	0.977	GO:0000027	1
Biological_Process	GO:0006810	transport	17.382%	 6.439	-0.827	6.937	-2.9666	0.836	0.619	GO:0006810	0
Biological_Process	GO:0042304	regulation_of_fatty_acid_biosynthetic_process	0.018%	-6.017	-2.696	3.957	-2.9547	0.761	0.263	GO:0042304	0
Biological_Process	GO:0051168	nuclear_export	0.078%	 6.595	-0.289	4.587	-2.9393	0.799	0.262	GO:0051168	0
Biological_Process	GO:0051234	establishment_of_localization	17.470%	null	null	6.939	-2.9066	0.838	0.810	GO:0006810	1
Biological_Process	GO:0043933	macromolecular_complex_subunit_organization	1.063%	-0.479	 7.918	5.723	-2.8729	0.802	0.476	GO:0043933	0
Biological_Process	GO:0050657	nucleic_acid_transport	0.119%	null	null	4.774	-2.8356	0.856	0.895	GO:0015031	1
Biological_Process	GO:0050658	RNA_transport	0.118%	null	null	4.769	-2.8356	0.811	0.708	GO:0015031	1
Biological_Process	GO:0050690	regulation_of_defense_response_to_virus_by_virus	0.270%	-5.429	-1.540	5.128	-2.8268	0.758	0.270	GO:0050690	0
Biological_Process	GO:0072657	protein_localization_to_membrane	0.236%	null	null	5.070	-2.7905	0.608	0.958	GO:0015031	1
Biological_Process	GO:0051236	establishment_of_RNA_localization	0.118%	null	null	4.769	-2.7496	0.830	0.998	GO:0015031	1
Biological_Process	GO:0071826	ribonucleoprotein_complex_subunit_organization	0.109%	-0.521	 7.612	4.732	-2.6946	0.804	0.602	GO:0071826	0
Biological_Process	GO:0070727	cellular_macromolecule_localization	0.671%	null	null	5.523	-2.6904	0.773	0.878	GO:0015031	1
Biological_Process	GO:0006611	protein_export_from_nucleus	0.004%	null	null	3.289	-2.6819	0.777	0.728	GO:0051168	1
Biological_Process	GO:0051179	localization	17.864%	 1.117	 1.585	6.949	-2.6757	0.995	0.000	GO:0051179	0
Biological_Process	GO:0010150	leaf_senescence	0.001%	 1.391	 0.897	2.671	-2.6676	0.863	0.413	GO:0010150	0
Biological_Process	GO:0051641	cellular_localization	1.638%	 6.559	-0.926	5.911	-2.6676	0.872	0.354	GO:0051641	0
Biological_Process	GO:0090150	establishment_of_protein_localization_to_membrane	0.232%	null	null	5.061	-2.6635	0.608	0.878	GO:0015031	1
Biological_Process	GO:0070972	protein_localization_to_endoplasmic_reticulum	0.103%	null	null	4.709	-2.6055	0.780	0.954	GO:0015031	1
Biological_Process	GO:0042273	ribosomal_large_subunit_biogenesis	0.037%	-0.391	 7.942	4.264	-2.5391	0.833	0.566	GO:0042273	0
Biological_Process	GO:0045047	protein_targeting_to_ER	0.099%	null	null	4.691	-2.5391	0.729	0.993	GO:0015031	1
Biological_Process	GO:0006405	RNA_export_from_nucleus	0.072%	null	null	4.552	-2.4609	0.760	0.963	GO:0015031	1
Biological_Process	GO:0007568	aging	0.013%	 1.936	 1.252	3.798	-2.4486	0.898	0.029	GO:0007568	0
Biological_Process	GO:0002183	cytoplasmic_translational_initiation	0.000%	-2.739	-2.109	2.265	-2.4260	0.916	0.316	GO:0002183	0
Biological_Process	GO:0065003	macromolecular_complex_assembly	0.676%	null	null	5.527	-2.3904	0.776	0.760	GO:0071826	1
Biological_Process	GO:0022613	ribonucleoprotein_complex_biogenesis	1.055%	-0.483	 7.683	5.720	-2.3883	0.805	0.606	GO:0022613	0
Biological_Process	GO:0002181	cytoplasmic_translation	0.003%	-2.877	-2.473	3.139	-2.3840	0.915	0.355	GO:0002181	0
Biological_Process	GO:0070925	organelle_assembly	0.269%	null	null	5.127	-2.3747	0.743	0.762	GO:0071826	1
Biological_Process	GO:0034035	purine_ribonucleoside_bisphosphate_metabolic_process	0.094%	 0.542	-1.760	4.669	-2.3595	0.872	0.058	GO:0034035	0
Biological_Process	GO:0034036	purine_ribonucleoside_bisphosphate_biosynthetic_process	0.006%	 0.311	-1.554	3.491	-2.3595	0.869	0.687	GO:0034036	0
Biological_Process	GO:0050427	3'-phosphoadenosine_5'-phosphosulfate_metabolic_process	0.000%	 1.962	-2.175	1.964	-2.3595	0.897	0.567	GO:0050427	0
Biological_Process	GO:0050428	3'-phosphoadenosine_5'-phosphosulfate_biosynthetic_process	0.000%	 1.614	-2.474	1.663	-2.3595	0.884	0.548	GO:0050428	0
Biological_Process	GO:0043604	amide_biosynthetic_process	0.553%	-0.759	-1.025	5.439	-2.3307	0.908	0.163	GO:0043604	0
Biological_Process	GO:0000041	transition_metal_ion_transport	0.365%	 6.391	-0.877	5.259	-2.3233	0.831	0.305	GO:0000041	0
Biological_Process	GO:0045840	positive_regulation_of_mitosis	0.002%	null	null	3.041	-2.3233	0.590	0.769	GO:0045835	1
Biological_Process	GO:0006412	translation	4.698%	-3.161	-4.174	6.369	-2.2848	0.870	0.494	GO:0006412	0
Biological_Process	GO:0006612	protein_targeting_to_membrane	0.109%	null	null	4.733	-2.2749	0.612	0.936	GO:0015031	1
Biological_Process	GO:0006402	mRNA_catabolic_process	0.113%	null	null	4.752	-2.2403	0.898	0.702	GO:0006401	1
Biological_Process	GO:0007588	excretion	0.002%	 0.574	 1.355	3.068	-2.2299	0.889	0.435	GO:0007588	0
Biological_Process	GO:0045912	negative_regulation_of_carbohydrate_metabolic_process	0.002%	-6.759	-0.757	3.027	-2.2299	0.794	0.290	GO:0045912	0
Biological_Process	GO:0017148	negative_regulation_of_translation	0.046%	-6.637	-2.535	4.363	-2.2211	0.718	0.507	GO:0017148	0
Biological_Process	GO:0031032	actomyosin_structure_organization	0.006%	-0.448	 8.058	3.471	-2.2197	0.755	0.519	GO:0031032	0
Biological_Process	GO:0071426	ribonucleoprotein_complex_export_from_nucleus	0.003%	null	null	3.146	-2.2083	0.800	0.715	GO:0051168	1
Biological_Process	GO:0045931	positive_regulation_of_mitotic_cell_cycle	0.003%	null	null	3.160	-2.2041	0.695	0.887	GO:0045835	1
Biological_Process	GO:1901994	negative_regulation_of_meiotic_cell_cycle_phase_transition	0.000%	null	null	2.013	-2.1965	0.684	0.833	GO:0045835	1
Biological_Process	GO:1902103	negative_regulation_of_metaphase/anaphase_transition_of_meiotic_cell_cycle	0.000%	null	null	1.613	-2.1965	0.601	0.962	GO:0045835	1
Biological_Process	GO:1902407	assembly_of_actomyosin_apparatus_involved_in_mitotic_cytokinesis	0.000%	null	null	1.633	-2.1965	0.744	0.949	GO:1903475	1
Biological_Process	GO:1903475	mitotic_actomyosin_contractile_ring_assembly	0.000%	-0.516	 7.939	2.238	-2.1965	0.709	0.647	GO:1903475	0
Biological_Process	GO:0010467	gene_expression	16.702%	-1.272	-1.652	6.920	-2.1599	0.940	0.211	GO:0010467	0
Biological_Process	GO:0016071	mRNA_metabolic_process	0.494%	-0.897	-0.712	5.391	-2.1506	0.914	0.159	GO:0016071	0
Biological_Process	GO:0007283	spermatogenesis	0.022%	-0.120	 1.538	4.030	-2.1439	0.820	0.604	GO:0007283	0
Biological_Process	GO:0048366	leaf_development	0.008%	null	null	3.591	-2.1373	0.858	0.837	GO:0010150	1
Biological_Process	GO:0006401	RNA_catabolic_process	0.274%	-1.978	-2.159	5.135	-2.1296	0.897	0.306	GO:0006401	0
