%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0033260	nuclear_cell_cycle_DNA_replication	0.001%	-4.313	 2.586	2.679	-3.3010	0.828	0.000	GO:0033260	0
Biological_Process	GO:0034641	cellular_nitrogen_compound_metabolic_process	33.428%	-6.168	 2.922	7.221	-3.2441	0.868	0.244	GO:0034641	0
Biological_Process	GO:0019432	triglyceride_biosynthetic_process	0.002%	-0.852	 6.040	3.080	-3.1079	0.848	0.164	GO:0019432	0
Biological_Process	GO:0021953	central_nervous_system_neuron_differentiation	0.012%	 5.497	 2.470	3.766	-3.1079	0.796	0.049	GO:0021953	0
Biological_Process	GO:1902969	mitotic_cell_cycle_DNA_replication	0.000%	null	null	1.643	-3.0809	0.843	0.793	GO:0033260	1
Biological_Process	GO:0016078	tRNA_catabolic_process	0.000%	-4.428	-5.617	1.973	-3.0410	0.798	0.395	GO:0016078	0
Biological_Process	GO:0006399	tRNA_metabolic_process	2.533%	-6.247	-3.354	6.100	-2.9957	0.759	0.168	GO:0006399	0
Biological_Process	GO:0044238	primary_metabolic_process	51.925%	 0.227	 0.071	7.412	-2.9586	0.983	0.016	GO:0044238	0
Biological_Process	GO:0006479	protein_methylation	0.199%	-3.343	-6.678	4.995	-2.9469	0.799	0.181	GO:0006479	0
Biological_Process	GO:0008213	protein_alkylation	0.199%	-3.049	-5.669	4.995	-2.9469	0.807	0.553	GO:0008213	0
Biological_Process	GO:0046483	heterocycle_metabolic_process	33.326%	-3.599	 1.923	7.220	-2.9101	0.910	0.260	GO:0046483	0
Biological_Process	GO:0006139	nucleobase-containing_compound_metabolic_process	29.917%	-6.070	 2.197	7.173	-2.8894	0.840	0.507	GO:0006139	0
Biological_Process	GO:0043928	exonucleolytic_nuclear-transcribed_mRNA_catabolic_process_involved_in_deadenylation-dependent_decay	0.001%	-4.739	-6.300	2.439	-2.8894	0.800	0.465	GO:0043928	0
Biological_Process	GO:0043632	modification-dependent_macromolecule_catabolic_process	0.135%	-3.948	-6.468	4.828	-2.8665	0.805	0.476	GO:0043632	0
Biological_Process	GO:0009416	response_to_light_stimulus	0.083%	 3.358	-0.949	4.616	-2.8477	0.885	0.000	GO:0009416	0
Biological_Process	GO:0006396	RNA_processing	2.784%	-6.159	-3.399	6.141	-2.8447	0.793	0.473	GO:0006396	0
Biological_Process	GO:1901360	organic_cyclic_compound_metabolic_process	33.913%	-3.714	 1.340	7.227	-2.7878	0.928	0.077	GO:1901360	0
Biological_Process	GO:0000393	spliceosomal_conformational_changes_to_generate_catalytic_conformation	0.000%	-2.402	-4.396	1.580	-2.7852	0.833	0.193	GO:0000393	0
Biological_Process	GO:0035710	CD4-positive,_alpha-beta_T_cell_activation	0.003%	 2.497	 3.733	3.234	-2.7773	0.839	0.052	GO:0035710	0
