%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0045840	positive_regulation_of_mitosis	0.002%	 7.172	-1.934	3.041	-3.7696	0.587	0.000	GO:0045840	0
Biological_Process	GO:0042304	regulation_of_fatty_acid_biosynthetic_process	0.018%	 5.244	 4.140	3.957	-3.5850	0.695	0.178	GO:0042304	0
Biological_Process	GO:0033866	nucleoside_bisphosphate_biosynthetic_process	0.216%	null	null	5.032	-3.5528	0.778	0.932	GO:0034033	1
Biological_Process	GO:0034030	ribonucleoside_bisphosphate_biosynthetic_process	0.216%	null	null	5.032	-3.5528	0.777	0.998	GO:0034033	1
Biological_Process	GO:0034033	purine_nucleoside_bisphosphate_biosynthetic_process	0.216%	-2.145	 5.650	5.032	-3.5528	0.773	0.247	GO:0034033	0
Biological_Process	GO:0045835	negative_regulation_of_meiosis	0.001%	null	null	2.542	-3.4437	0.599	0.769	GO:0045840	1
Biological_Process	GO:0044770	cell_cycle_phase_transition	0.030%	 0.936	-1.201	4.174	-3.3768	0.766	0.554	GO:0044770	0
Biological_Process	GO:0034035	purine_ribonucleoside_bisphosphate_metabolic_process	0.094%	null	null	4.669	-3.2840	0.825	0.873	GO:0034033	1
Biological_Process	GO:0034036	purine_ribonucleoside_bisphosphate_biosynthetic_process	0.006%	null	null	3.491	-3.2840	0.816	0.774	GO:0034033	1
Biological_Process	GO:0050427	3'-phosphoadenosine_5'-phosphosulfate_metabolic_process	0.000%	-4.537	 4.047	1.964	-3.2840	0.853	0.591	GO:0050427	0
Biological_Process	GO:0050428	3'-phosphoadenosine_5'-phosphosulfate_biosynthetic_process	0.000%	-3.516	 5.767	1.663	-3.2840	0.831	0.611	GO:0050428	0
Biological_Process	GO:0045931	positive_regulation_of_mitotic_cell_cycle	0.003%	null	null	3.160	-3.2757	0.650	0.887	GO:0045840	1
Biological_Process	GO:1901987	regulation_of_cell_cycle_phase_transition	0.023%	null	null	4.066	-3.1739	0.639	0.767	GO:0045840	1
Biological_Process	GO:0051785	positive_regulation_of_nuclear_division	0.003%	null	null	3.225	-3.1675	0.658	0.827	GO:0045840	1
Biological_Process	GO:0009756	carbohydrate_mediated_signaling	0.003%	null	null	3.144	-3.0605	0.767	0.918	GO:0010182	1
Biological_Process	GO:0010182	sugar_mediated_signaling_pathway	0.003%	 6.596	-1.472	3.143	-3.0605	0.767	0.180	GO:0010182	0
Biological_Process	GO:0045842	positive_regulation_of_mitotic_metaphase/anaphase_transition	0.001%	null	null	2.403	-3.0044	0.599	0.899	GO:0045840	1
Biological_Process	GO:1901970	positive_regulation_of_mitotic_sister_chromatid_separation	0.001%	null	null	2.405	-3.0044	0.608	0.793	GO:0045840	1
Biological_Process	GO:0051984	positive_regulation_of_chromosome_segregation	0.000%	 7.571	-0.634	2.161	-2.9914	0.758	0.462	GO:0051984	0
Biological_Process	GO:0044772	mitotic_cell_cycle_phase_transition	0.029%	null	null	4.163	-2.9547	0.714	0.983	GO:0045840	1
Biological_Process	GO:0017148	negative_regulation_of_translation	0.046%	 5.490	 5.259	4.363	-2.8447	0.682	0.269	GO:0017148	0
Biological_Process	GO:0071705	nitrogen_compound_transport	2.072%	-2.983	-5.585	6.013	-2.8447	0.919	0.000	GO:0071705	0
Biological_Process	GO:1901990	regulation_of_mitotic_cell_cycle_phase_transition	0.023%	null	null	4.054	-2.8041	0.629	0.968	GO:0045840	1
Biological_Process	GO:0000290	deadenylation-dependent_decapping_of_nuclear-transcribed_mRNA	0.002%	 1.951	 3.095	2.883	-2.7696	0.882	0.013	GO:0000290	0
Biological_Process	GO:0051306	mitotic_sister_chromatid_separation	0.009%	null	null	3.663	-2.7620	0.666	0.766	GO:0045840	1
Biological_Process	GO:0044403	symbiosis,_encompassing_mutualism_through_parasitism	1.784%	null	null	5.948	-2.7595	0.948	0.979	GO:0016032	1
Biological_Process	GO:0007346	regulation_of_mitotic_cell_cycle	0.034%	null	null	4.225	-2.7282	0.651	0.815	GO:0045840	1
Biological_Process	GO:0015833	peptide_transport	0.308%	-3.026	-5.983	5.186	-2.7235	0.876	0.299	GO:0015833	0
Biological_Process	GO:0032787	monocarboxylic_acid_metabolic_process	2.312%	-3.347	 1.502	6.061	-2.7190	0.834	0.353	GO:0032787	0
Biological_Process	GO:0006810	transport	17.382%	-2.937	-5.600	6.937	-2.7077	0.897	0.579	GO:0006810	0
Biological_Process	GO:1902101	positive_regulation_of_metaphase/anaphase_transition_of_cell_cycle	0.001%	null	null	2.412	-2.6925	0.602	0.793	GO:0045840	1
Biological_Process	GO:0046963	3'-phosphoadenosine_5'-phosphosulfate_transport	0.000%	null	null	1.602	-2.6757	0.914	0.745	GO:1902559	1
Biological_Process	GO:0050690	regulation_of_defense_response_to_virus_by_virus	0.270%	 7.047	-1.258	5.128	-2.6757	0.730	0.270	GO:0050690	0
Biological_Process	GO:1902559	3'-phospho-5'-adenylyl_sulfate_transmembrane_transport	0.000%	-2.782	-5.326	1.602	-2.6757	0.891	0.383	GO:1902559	0
Biological_Process	GO:0042886	amide_transport	0.351%	-3.179	-6.075	5.242	-2.6696	0.880	0.664	GO:0042886	0
Biological_Process	GO:0006605	protein_targeting	0.380%	-2.952	-6.085	5.277	-2.6615	0.830	0.483	GO:0006605	0
Biological_Process	GO:0008340	determination_of_adult_lifespan	0.002%	null	null	2.997	-2.6383	0.922	0.845	GO:0010259	1
Biological_Process	GO:0002183	cytoplasmic_translational_initiation	0.000%	 0.283	 4.532	2.265	-2.6289	0.891	0.289	GO:0002183	0
Biological_Process	GO:0045184	establishment_of_protein_localization	1.680%	null	null	5.922	-2.5969	0.882	0.972	GO:0006605	1
Biological_Process	GO:0051234	establishment_of_localization	17.470%	null	null	6.939	-2.5867	0.898	0.810	GO:0006810	1
Biological_Process	GO:1901992	positive_regulation_of_mitotic_cell_cycle_phase_transition	0.002%	null	null	3.093	-2.5575	0.634	0.925	GO:0045840	1
Biological_Process	GO:0033865	nucleoside_bisphosphate_metabolic_process	0.322%	-3.356	 3.024	5.205	-2.5560	0.837	0.351	GO:0033865	0
Biological_Process	GO:0033875	ribonucleoside_bisphosphate_metabolic_process	0.322%	null	null	5.205	-2.5560	0.815	0.997	GO:0034033	1
Biological_Process	GO:0034032	purine_nucleoside_bisphosphate_metabolic_process	0.322%	null	null	5.205	-2.5560	0.810	0.963	GO:0034033	1
Biological_Process	GO:0016032	viral_process	1.744%	 0.537	-0.053	5.938	-2.5513	0.917	0.700	GO:0016032	0
Biological_Process	GO:0034249	negative_regulation_of_cellular_amide_metabolic_process	0.000%	 7.041	 0.918	2.286	-2.5467	0.785	0.487	GO:0034249	0
Biological_Process	GO:0051179	localization	17.864%	-0.806	-0.215	6.949	-2.5436	0.995	0.000	GO:0051179	0
Biological_Process	GO:0072594	establishment_of_protein_localization_to_organelle	0.153%	null	null	4.882	-2.5346	0.883	0.825	GO:0006605	1
Biological_Process	GO:0051301	cell_division	1.357%	-1.587	-0.734	5.829	-2.4976	0.902	0.067	GO:0051301	0
Biological_Process	GO:0000278	mitotic_cell_cycle	0.087%	 0.560	-1.971	4.637	-2.4921	0.783	0.555	GO:0000278	0
Biological_Process	GO:0051983	regulation_of_chromosome_segregation	0.011%	 7.909	-0.430	3.722	-2.4908	0.784	0.509	GO:0051983	0
Biological_Process	GO:0071702	organic_substance_transport	5.487%	-2.991	-5.733	6.436	-2.4881	0.910	0.619	GO:0071702	0
Biological_Process	GO:0043603	cellular_amide_metabolic_process	0.910%	-1.132	 1.716	5.656	-2.4698	0.925	0.092	GO:0043603	0
Biological_Process	GO:0010259	multicellular_organismal_aging	0.003%	 0.222	-0.268	3.170	-2.4559	0.921	0.437	GO:0010259	0
Biological_Process	GO:0043604	amide_biosynthetic_process	0.553%	 0.038	 5.735	5.439	-2.4522	0.872	0.527	GO:0043604	0
Biological_Process	GO:1901566	organonitrogen_compound_biosynthetic_process	9.297%	-2.179	 6.305	6.665	-2.4473	0.875	0.308	GO:1901566	0
Biological_Process	GO:0006413	translational_initiation	0.267%	-0.388	 7.731	5.123	-2.4461	0.849	0.428	GO:0006413	0
Biological_Process	GO:0000956	nuclear-transcribed_mRNA_catabolic_process	0.013%	null	null	3.814	-2.4342	0.874	0.748	GO:0006401	1
Biological_Process	GO:0044272	sulfur_compound_biosynthetic_process	1.342%	-1.835	 4.927	5.825	-2.4271	0.881	0.037	GO:0044272	0
Biological_Process	GO:0050896	response_to_stimulus	8.818%	-0.563	-0.030	6.642	-2.4225	0.995	0.000	GO:0050896	0
Biological_Process	GO:0000027	ribosomal_large_subunit_assembly	0.030%	null	null	4.173	-2.4157	0.831	0.912	GO:0022618	1
Biological_Process	GO:0015031	protein_transport	1.595%	null	null	5.900	-2.4001	0.879	0.828	GO:0006605	1
Biological_Process	GO:0072330	monocarboxylic_acid_biosynthetic_process	0.820%	-3.097	 4.807	5.611	-2.3990	0.793	0.549	GO:0072330	0
Biological_Process	GO:0006402	mRNA_catabolic_process	0.113%	null	null	4.752	-2.3958	0.862	0.702	GO:0006401	1
Biological_Process	GO:0007091	metaphase/anaphase_transition_of_mitotic_cell_cycle	0.009%	null	null	3.655	-2.3851	0.572	0.997	GO:0045840	1
Biological_Process	GO:0030071	regulation_of_mitotic_metaphase/anaphase_transition	0.009%	null	null	3.641	-2.3851	0.571	0.916	GO:0045840	1
Biological_Process	GO:0033047	regulation_of_mitotic_sister_chromatid_segregation	0.009%	null	null	3.660	-2.3363	0.576	1.000	GO:0045840	1
Biological_Process	GO:0022618	ribonucleoprotein_complex_assembly	0.107%	 1.360	-1.953	4.728	-2.3215	0.863	0.530	GO:0022618	0
Biological_Process	GO:0055085	transmembrane_transport	9.397%	-3.948	-5.656	6.670	-2.3161	0.800	0.700	GO:0055085	0
Biological_Process	GO:0033045	regulation_of_sister_chromatid_segregation	0.009%	null	null	3.661	-2.2865	0.593	0.982	GO:0045840	1
Biological_Process	GO:0006109	regulation_of_carbohydrate_metabolic_process	0.056%	 7.633	 0.558	4.441	-2.2857	0.808	0.279	GO:0006109	0
Biological_Process	GO:0010965	regulation_of_mitotic_sister_chromatid_separation	0.009%	null	null	3.659	-2.2848	0.576	1.000	GO:0045840	1
Biological_Process	GO:0007568	aging	0.013%	 0.121	-0.352	3.798	-2.2628	0.925	0.029	GO:0007568	0
Biological_Process	GO:0044419	interspecies_interaction_between_organisms	1.784%	null	null	5.948	-2.2620	0.951	0.863	GO:0016032	1
Biological_Process	GO:0034220	ion_transmembrane_transport	3.995%	-3.658	-5.592	6.298	-2.2495	0.804	0.407	GO:0034220	0
Biological_Process	GO:0009108	coenzyme_biosynthetic_process	2.079%	-1.848	 5.719	6.015	-2.2373	0.886	0.222	GO:0009108	0
Biological_Process	GO:0009152	purine_ribonucleotide_biosynthetic_process	1.378%	null	null	5.836	-2.2373	0.744	0.782	GO:0034033	1
Biological_Process	GO:0090068	positive_regulation_of_cell_cycle_process	0.011%	null	null	3.753	-2.2306	0.633	0.840	GO:0045840	1
Biological_Process	GO:0072413	signal_transduction_involved_in_mitotic_cell_cycle_checkpoint	0.001%	null	null	2.766	-2.2233	0.617	0.822	GO:0045840	1
Biological_Process	GO:0033313	meiotic_cell_cycle_checkpoint	0.000%	 1.192	-1.483	1.954	-2.2140	0.793	0.436	GO:0033313	0
Biological_Process	GO:0051085	chaperone_mediated_protein_folding_requiring_cofactor	0.013%	-1.126	 4.347	3.815	-2.2140	0.899	0.089	GO:0051085	0
Biological_Process	GO:0051781	positive_regulation_of_cell_division	0.006%	null	null	3.485	-2.2132	0.713	0.712	GO:0045840	1
Biological_Process	GO:0016246	RNA_interference	0.005%	 7.441	 2.049	3.357	-2.2118	0.741	0.588	GO:0016246	0
Biological_Process	GO:0033044	regulation_of_chromosome_organization	0.022%	null	null	4.033	-2.2118	0.716	0.723	GO:0045840	1
Biological_Process	GO:0043433	negative_regulation_of_sequence-specific_DNA_binding_transcription_factor_activity	0.008%	 5.601	 4.474	3.580	-2.2118	0.757	0.242	GO:0043433	0
Biological_Process	GO:0098655	cation_transmembrane_transport	2.858%	null	null	6.153	-2.2118	0.805	0.845	GO:0034220	1
Biological_Process	GO:1903047	mitotic_cell_cycle_process	0.077%	null	null	4.582	-2.2097	0.721	0.928	GO:0045840	1
Biological_Process	GO:0006401	RNA_catabolic_process	0.274%	 1.672	 5.393	5.135	-2.2055	0.861	0.524	GO:0006401	0
Biological_Process	GO:1901989	positive_regulation_of_cell_cycle_phase_transition	0.003%	null	null	3.125	-2.1891	0.641	0.858	GO:0045840	1
Biological_Process	GO:0044784	metaphase/anaphase_transition_of_cell_cycle	0.009%	null	null	3.659	-2.1884	0.572	0.999	GO:0045840	1
Biological_Process	GO:1902099	regulation_of_metaphase/anaphase_transition_of_cell_cycle	0.009%	null	null	3.645	-2.1884	0.571	0.998	GO:0045840	1
Biological_Process	GO:0043933	macromolecular_complex_subunit_organization	1.063%	 1.217	-2.488	5.723	-2.1701	0.873	0.395	GO:0043933	0
Biological_Process	GO:0051783	regulation_of_nuclear_division	0.017%	null	null	3.922	-2.1656	0.676	0.818	GO:0045840	1
Biological_Process	GO:0006732	coenzyme_metabolic_process	2.742%	null	null	6.135	-2.1586	0.934	0.857	GO:0009108	1
Biological_Process	GO:0008299	isoprenoid_biosynthetic_process	0.463%	-2.410	 4.599	5.362	-2.1409	0.785	0.533	GO:0008299	0
Biological_Process	GO:0072395	signal_transduction_involved_in_cell_cycle_checkpoint	0.001%	null	null	2.792	-2.1409	0.623	0.825	GO:0045840	1
Biological_Process	GO:0006518	peptide_metabolic_process	0.323%	null	null	5.206	-2.1284	0.909	0.852	GO:0043604	1
Biological_Process	GO:0098662	inorganic_cation_transmembrane_transport	2.309%	null	null	6.060	-2.1261	0.807	0.757	GO:0034220	1
Biological_Process	GO:1901988	negative_regulation_of_cell_cycle_phase_transition	0.014%	null	null	3.832	-2.1261	0.612	0.939	GO:0045840	1
Biological_Process	GO:0016071	mRNA_metabolic_process	0.494%	 1.136	 4.216	5.391	-2.1232	0.880	0.209	GO:0016071	0
Biological_Process	GO:0035966	response_to_topologically_incorrect_protein	0.010%	 2.172	-2.242	3.695	-2.1040	0.903	0.592	GO:0035966	0
Biological_Process	GO:0045047	protein_targeting_to_ER	0.099%	null	null	4.691	-2.1040	0.841	0.951	GO:0006605	1
Biological_Process	GO:0001196	regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.778	-2.0757	0.782	0.812	GO:0007532	1
Biological_Process	GO:0001198	negative_regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.699	-2.0757	0.745	0.806	GO:0007532	1
Biological_Process	GO:0007532	regulation_of_mating-type_specific_transcription,_DNA-templated	0.001%	 5.780	 3.850	2.837	-2.0757	0.745	0.421	GO:0007532	0
Biological_Process	GO:0032088	negative_regulation_of_NF-kappaB_transcription_factor_activity	0.004%	null	null	3.284	-2.0757	0.765	0.862	GO:0043433	1
Biological_Process	GO:0045894	negative_regulation_of_mating-type_specific_transcription,_DNA-templated	0.000%	null	null	0.699	-2.0757	0.753	0.806	GO:0007532	1
Biological_Process	GO:0072364	regulation_of_cellular_ketone_metabolic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	2.262	-2.0757	0.762	0.733	GO:0042304	1
Biological_Process	GO:1901994	negative_regulation_of_meiotic_cell_cycle_phase_transition	0.000%	null	null	2.013	-2.0757	0.659	0.833	GO:0045840	1
Biological_Process	GO:1902103	negative_regulation_of_metaphase/anaphase_transition_of_meiotic_cell_cycle	0.000%	null	null	1.613	-2.0757	0.606	0.962	GO:0045840	1
Biological_Process	GO:1902407	assembly_of_actomyosin_apparatus_involved_in_mitotic_cytokinesis	0.000%	null	null	1.633	-2.0757	0.742	0.949	GO:1903475	1
Biological_Process	GO:1903475	mitotic_actomyosin_contractile_ring_assembly	0.000%	 3.110	-3.457	2.238	-2.0757	0.715	0.647	GO:1903475	0
Biological_Process	GO:2000531	regulation_of_fatty_acid_biosynthetic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	 4.201	 3.800	0.778	-2.0757	0.758	0.674	GO:2000531	0
Biological_Process	GO:0006633	fatty_acid_biosynthetic_process	0.629%	null	null	5.496	-2.0691	0.763	0.746	GO:0072330	1
Biological_Process	GO:0009240	isopentenyl_diphosphate_biosynthetic_process	0.167%	null	null	4.919	-2.0660	0.781	0.908	GO:0008299	1
Biological_Process	GO:0010466	negative_regulation_of_peptidase_activity	0.087%	null	null	4.634	-2.0660	0.753	0.964	GO:0010951	1
Biological_Process	GO:0010951	negative_regulation_of_endopeptidase_activity	0.083%	 6.153	 2.841	4.616	-2.0660	0.753	0.667	GO:0010951	0
Biological_Process	GO:0045912	negative_regulation_of_carbohydrate_metabolic_process	0.002%	 7.716	 0.778	3.027	-2.0660	0.778	0.507	GO:0045912	0
Biological_Process	GO:0046490	isopentenyl_diphosphate_metabolic_process	0.167%	-2.713	 2.552	4.919	-2.0660	0.824	0.606	GO:0046490	0
Biological_Process	GO:0010033	response_to_organic_substance	0.287%	 2.665	-3.356	5.155	-2.0605	0.910	0.498	GO:0010033	0
Biological_Process	GO:0006886	intracellular_protein_transport	0.521%	null	null	5.413	-2.0531	0.871	0.918	GO:0006605	1
Biological_Process	GO:0006892	post-Golgi_vesicle-mediated_transport	0.005%	-2.619	-5.212	3.433	-2.0438	0.878	0.696	GO:0006892	0
Biological_Process	GO:0006164	purine_nucleotide_biosynthetic_process	1.468%	null	null	5.864	-2.0434	0.757	0.958	GO:0034033	1
Biological_Process	GO:0071826	ribonucleoprotein_complex_subunit_organization	0.109%	 1.342	-1.763	4.732	-2.0424	0.873	0.658	GO:0071826	0
Biological_Process	GO:0051304	chromosome_separation	0.039%	 2.094	-1.235	4.286	-2.0362	0.755	0.655	GO:0051304	0
Biological_Process	GO:0046890	regulation_of_lipid_biosynthetic_process	0.024%	null	null	4.078	-2.0353	0.726	0.915	GO:0042304	1
Biological_Process	GO:0002181	cytoplasmic_translation	0.003%	 0.207	 5.481	3.139	-2.0343	0.884	0.321	GO:0002181	0
Biological_Process	GO:0002188	translation_reinitiation	0.000%	null	null	0.602	-2.0200	0.907	0.720	GO:0002183	1
Biological_Process	GO:0035268	protein_mannosylation	0.002%	null	null	3.058	-2.0200	0.821	0.768	GO:0035269	1
Biological_Process	GO:0035269	protein_O-linked_mannosylation	0.002%	-0.780	 6.376	3.053	-2.0200	0.821	0.291	GO:0035269	0
