%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0051152	positive_regulation_of_smooth_muscle_cell_differentiation	0.000%	-6.652	 1.194	2.100	-3.2147	0.676	0.000	GO:0051152	0
Biological_Process	GO:0010020	chloroplast_fission	0.001%	-2.887	 3.397	2.494	-2.7423	0.918	0.011	GO:0010020	0
Biological_Process	GO:0043572	plastid_fission	0.001%	-2.756	 3.197	2.526	-2.7423	0.921	0.606	GO:0043572	0
Biological_Process	GO:0051150	regulation_of_smooth_muscle_cell_differentiation	0.001%	null	null	2.700	-2.7423	0.721	0.839	GO:0051152	1
Biological_Process	GO:0051147	regulation_of_muscle_cell_differentiation	0.007%	null	null	3.529	-2.4510	0.704	0.749	GO:0051152	1
Biological_Process	GO:0008049	male_courtship_behavior	0.000%	null	null	2.155	-2.4498	0.683	0.875	GO:0007619	1
Biological_Process	GO:0043433	negative_regulation_of_sequence-specific_DNA_binding_transcription_factor_activity	0.008%	-1.723	-4.433	3.580	-2.2644	0.804	0.529	GO:0043433	0
Biological_Process	GO:0007619	courtship_behavior	0.001%	-3.060	-5.305	2.412	-2.2351	0.812	0.000	GO:0007619	0
Biological_Process	GO:0097421	liver_regeneration	0.000%	-6.918	 3.910	1.301	-2.1818	0.727	0.314	GO:0097421	0
Biological_Process	GO:0051090	regulation_of_sequence-specific_DNA_binding_transcription_factor_activity	0.021%	-1.702	-4.531	4.020	-2.1232	0.795	0.161	GO:0051090	0
Biological_Process	GO:0001514	selenocysteine_incorporation	0.022%	-0.283	-4.451	4.041	-2.0655	0.759	0.260	GO:0001514	0
Biological_Process	GO:0006451	translational_readthrough	0.022%	 0.285	-5.313	4.041	-2.0655	0.759	0.627	GO:0006451	0
Biological_Process	GO:0035886	vascular_smooth_muscle_cell_differentiation	0.001%	null	null	2.694	-2.0655	0.668	0.889	GO:0051152	1
