%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0019432	triglyceride_biosynthetic_process	0.002%	-1.938	 0.183	3.080	-4.4318	0.834	0.000	GO:0019432	0
Biological_Process	GO:0046460	neutral_lipid_biosynthetic_process	0.003%	null	null	3.120	-4.1192	0.835	0.925	GO:0019432	1
Biological_Process	GO:0046463	acylglycerol_biosynthetic_process	0.003%	null	null	3.120	-4.1192	0.834	0.996	GO:0019432	1
Biological_Process	GO:1902969	mitotic_cell_cycle_DNA_replication	0.000%	null	null	1.643	-3.5850	0.793	0.793	GO:0033260	1
Biological_Process	GO:0046483	heterocycle_metabolic_process	33.326%	-4.450	 1.379	7.220	-3.3279	0.909	0.049	GO:0046483	0
Biological_Process	GO:0033260	nuclear_cell_cycle_DNA_replication	0.001%	-2.854	-3.494	2.679	-3.2840	0.780	0.164	GO:0033260	0
Biological_Process	GO:0007220	Notch_receptor_processing	0.000%	-0.958	 1.221	2.358	-3.0969	0.896	0.027	GO:0007220	0
Biological_Process	GO:1901360	organic_cyclic_compound_metabolic_process	33.913%	-3.778	 1.817	7.227	-3.0655	0.924	0.053	GO:1901360	0
Biological_Process	GO:0006725	cellular_aromatic_compound_metabolic_process	33.051%	-3.142	 1.665	7.216	-3.0458	0.909	0.259	GO:0006725	0
Biological_Process	GO:0070734	histone_H3-K27_methylation	0.001%	-2.131	-5.841	2.745	-3.0315	0.770	0.187	GO:0070734	0
Biological_Process	GO:0006139	nucleobase-containing_compound_metabolic_process	29.917%	-6.093	 4.427	7.173	-2.9626	0.837	0.279	GO:0006139	0
Biological_Process	GO:0034641	cellular_nitrogen_compound_metabolic_process	33.428%	-6.511	 5.159	7.221	-2.9355	0.869	0.507	GO:0034641	0
Biological_Process	GO:0009163	nucleoside_biosynthetic_process	1.665%	null	null	5.918	-2.8729	0.763	0.978	GO:0042455	1
Biological_Process	GO:0071704	organic_substance_metabolic_process	56.178%	 0.604	-0.876	7.446	-2.7747	0.980	0.017	GO:0071704	0
Biological_Process	GO:0000393	spliceosomal_conformational_changes_to_generate_catalytic_conformation	0.000%	-1.972	-6.680	1.580	-2.7721	0.840	0.352	GO:0000393	0
Biological_Process	GO:0042455	ribonucleoside_biosynthetic_process	1.646%	-5.577	 4.734	5.913	-2.6778	0.763	0.247	GO:0042455	0
Biological_Process	GO:0006479	protein_methylation	0.199%	null	null	4.995	-2.5884	0.801	0.705	GO:0070734	1
Biological_Process	GO:0008213	protein_alkylation	0.199%	-2.632	 3.217	4.995	-2.5884	0.823	0.390	GO:0008213	0
