%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0051152	positive_regulation_of_smooth_muscle_cell_differentiation	0.000%	 6.304	 3.255	2.100	-3.4559	0.693	0.000	GO:0051152	0
Biological_Process	GO:0051150	regulation_of_smooth_muscle_cell_differentiation	0.001%	null	null	2.700	-2.9788	0.712	0.839	GO:0051152	1
Biological_Process	GO:0009070	serine_family_amino_acid_biosynthetic_process	0.413%	-6.183	-1.400	5.312	-2.8962	0.761	0.055	GO:0009070	0
Biological_Process	GO:2000217	regulation_of_invasive_growth_in_response_to_glucose_limitation	0.000%	null	null	1.301	-2.6904	0.795	0.879	GO:0070784	1
Biological_Process	GO:0009092	homoserine_metabolic_process	0.015%	null	null	3.877	-2.6840	0.839	0.702	GO:0009070	1
Biological_Process	GO:1901607	alpha-amino_acid_biosynthetic_process	3.033%	null	null	6.179	-2.6073	0.734	0.707	GO:0009070	1
Biological_Process	GO:0001196	regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.778	-2.4672	0.683	0.812	GO:0007532	1
Biological_Process	GO:0001198	negative_regulation_of_mating-type_specific_transcription_from_RNA_polymerase_II_promoter	0.000%	null	null	0.699	-2.4672	0.649	0.806	GO:0007532	1
Biological_Process	GO:0007532	regulation_of_mating-type_specific_transcription,_DNA-templated	0.001%	 5.868	 3.219	2.837	-2.4672	0.651	0.486	GO:0007532	0
Biological_Process	GO:0045894	negative_regulation_of_mating-type_specific_transcription,_DNA-templated	0.000%	null	null	0.699	-2.4672	0.666	0.806	GO:0007532	1
Biological_Process	GO:0072364	regulation_of_cellular_ketone_metabolic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	-2.788	 6.339	2.262	-2.4672	0.750	0.135	GO:0072364	0
Biological_Process	GO:2000531	regulation_of_fatty_acid_biosynthetic_process_by_regulation_of_transcription_from_RNA_polymerase_II_promoter	0.000%	-5.187	 4.312	0.778	-2.4672	0.736	0.541	GO:2000531	0
Biological_Process	GO:0070784	regulation_of_growth_of_unicellular_organism_as_a_thread_of_attached_cells	0.000%	 0.527	 7.074	2.013	-2.4365	0.783	0.127	GO:0070784	0
