%namespace	term_ID	description	frequency	plot_X	plot_Y	plot_size	log10_p-value	uniqueness	dispensability	representative	eliminated
Biological_Process	GO:0015931	nucleobase-containing_compound_transport	0.238%	 6.459	 2.419	5.072	-4.1805	0.830	0.000	GO:0015931	0
Biological_Process	GO:0042304	regulation_of_fatty_acid_biosynthetic_process	0.018%	-5.965	 0.726	3.957	-4.1367	0.718	0.000	GO:0042304	0
Biological_Process	GO:0006810	transport	17.382%	 6.257	 2.259	6.937	-3.7212	0.833	0.579	GO:0006810	0
Biological_Process	GO:0071702	organic_substance_transport	5.487%	 6.221	 2.203	6.436	-3.6021	0.852	0.619	GO:0071702	0
Biological_Process	GO:0071705	nitrogen_compound_transport	2.072%	 6.109	 2.113	6.013	-3.5229	0.865	0.291	GO:0071705	0
Biological_Process	GO:0051234	establishment_of_localization	17.470%	null	null	6.939	-3.2757	0.836	0.810	GO:0006810	1
Biological_Process	GO:0045842	positive_regulation_of_mitotic_metaphase/anaphase_transition	0.001%	-3.133	 6.869	2.403	-3.2366	0.693	0.165	GO:0045842	0
Biological_Process	GO:1901970	positive_regulation_of_mitotic_sister_chromatid_separation	0.001%	null	null	2.405	-3.2366	0.697	0.763	GO:0045842	1
Biological_Process	GO:0015833	peptide_transport	0.308%	 6.975	 2.586	5.186	-3.2291	0.787	0.642	GO:0015833	0
Biological_Process	GO:0006412	translation	4.698%	-4.131	-3.974	6.369	-3.1675	0.845	0.156	GO:0006412	0
Biological_Process	GO:0000290	deadenylation-dependent_decapping_of_nuclear-transcribed_mRNA	0.002%	-3.092	-1.152	2.883	-3.1549	0.873	0.032	GO:0000290	0
Biological_Process	GO:0006518	peptide_metabolic_process	0.323%	-0.096	-4.196	5.206	-3.1024	0.905	0.087	GO:0006518	0
Biological_Process	GO:0006886	intracellular_protein_transport	0.521%	null	null	5.413	-3.0809	0.740	0.855	GO:0015031	1
Biological_Process	GO:0017148	negative_regulation_of_translation	0.046%	-6.023	 3.631	4.363	-3.0809	0.757	0.413	GO:0017148	0
Biological_Process	GO:0042886	amide_transport	0.351%	 7.060	 2.546	5.242	-3.0458	0.802	0.664	GO:0042886	0
Biological_Process	GO:0043043	peptide_biosynthetic_process	0.209%	null	null	5.017	-3.0458	0.876	0.782	GO:0006518	1
Biological_Process	GO:0016032	viral_process	1.744%	-0.413	 1.118	5.938	-3.0132	0.904	0.022	GO:0016032	0
Biological_Process	GO:0015031	protein_transport	1.595%	 6.385	 2.622	5.900	-2.9469	0.780	0.539	GO:0015031	0
Biological_Process	GO:1902101	positive_regulation_of_metaphase/anaphase_transition_of_cell_cycle	0.001%	null	null	2.412	-2.9355	0.696	0.864	GO:0045842	1
Biological_Process	GO:0006109	regulation_of_carbohydrate_metabolic_process	0.056%	-4.540	 5.777	4.441	-2.9245	0.837	0.263	GO:0006109	0
Biological_Process	GO:0006839	mitochondrial_transport	0.023%	 6.071	 2.499	4.058	-2.8928	0.785	0.200	GO:0006839	0
Biological_Process	GO:0051168	nuclear_export	0.078%	 6.264	 2.547	4.587	-2.8153	0.797	0.627	GO:0051168	0
