GO.ID	Term	Annotated	Significant	Expected	classic
GO:0019432	triglyceride biosynthetic process	8	8	2.24	3.7e-05
GO:0046460	neutral lipid biosynthetic process	10	9	2.8	7.6e-05
GO:0046463	acylglycerol biosynthetic process	10	9	2.8	7.6e-05
GO:1902969	mitotic DNA replication	35	20	9.79	0.00026
GO:0046483	heterocycle metabolic process	1518	467	424.47	0.00047
GO:0033260	nuclear DNA replication	44	23	12.3	0.00052
GO:0007220	Notch receptor processing	8	7	2.24	0.00080
GO:1901360	organic cyclic compound metabolic proces...	1590	485	444.61	0.00086
GO:0006725	cellular aromatic compound metabolic pro...	1530	468	427.83	0.00090
GO:0070734	histone H3-K27 methylation	10	8	2.8	0.00093
GO:0006139	nucleobase-containing compound metabolic...	1401	431	391.76	0.00109
GO:0034641	cellular nitrogen compound metabolic pro...	1691	512	472.85	0.00116
GO:0009163	nucleoside biosynthetic process	26	15	7.27	0.00134
GO:0071704	organic substance metabolic process	2537	740	709.41	0.00168
GO:0000393	spliceosomal conformational changes to g...	17	11	4.75	0.00169
GO:0042455	ribonucleoside biosynthetic process	22	13	6.15	0.00210
GO:0006479	protein methylation	79	34	22.09	0.00258
GO:0008213	protein alkylation	79	34	22.09	0.00258
GO:0016074	snoRNA metabolic process	25	14	6.99	0.00286
GO:0044238	primary metabolic process	2408	704	673.34	0.00292
GO:0018022	peptidyl-lysine methylation	46	22	12.86	0.00307
GO:0006807	nitrogen compound metabolic process	2316	679	647.62	0.00323
GO:0043038	amino acid activation	33	17	9.23	0.00341
GO:0043039	tRNA aminoacylation	33	17	9.23	0.00341
GO:0006418	tRNA aminoacylation for protein translat...	31	16	8.67	0.00436
GO:0034968	histone lysine methylation	39	19	10.91	0.00449
GO:0031060	regulation of histone methylation	21	12	5.87	0.00458
GO:2000177	regulation of neural precursor cell prol...	14	9	3.91	0.00488
GO:0061351	neural precursor cell proliferation	34	17	9.51	0.00508
GO:0016070	RNA metabolic process	971	302	271.52	0.00533
GO:0043414	macromolecule methylation	124	48	34.67	0.00536
GO:0006595	polyamine metabolic process	4	4	1.12	0.00608
GO:0010866	regulation of triglyceride biosynthetic ...	4	4	1.12	0.00608
GO:0035329	hippo signaling	4	4	1.12	0.00608
GO:0035330	regulation of hippo signaling	4	4	1.12	0.00608
GO:0035331	negative regulation of hippo signaling	4	4	1.12	0.00608
GO:0046037	GMP metabolic process	4	4	1.12	0.00608
GO:0046710	GDP metabolic process	4	4	1.12	0.00608
GO:1902298	cell cycle DNA replication maintenance o...	4	4	1.12	0.00608
GO:1990426	mitotic recombination-dependent replicat...	4	4	1.12	0.00608
GO:1990505	mitotic DNA replication maintenance of f...	4	4	1.12	0.00608
GO:0031399	regulation of protein modification proce...	267	93	74.66	0.00623
GO:0009116	nucleoside metabolic process	54	24	15.1	0.00659
GO:0016571	histone methylation	54	24	15.1	0.00659
GO:0044843	cell cycle G1/S phase transition	95	38	26.56	0.00679
GO:0048069	eye pigmentation	10	7	2.8	0.00687
GO:0070534	protein K63-linked ubiquitination	10	7	2.8	0.00687
GO:0007405	neuroblast proliferation	27	14	7.55	0.00717
GO:1901576	organic substance biosynthetic process	1507	453	421.4	0.00718
GO:0000349	generation of catalytic spliceosome for ...	8	6	2.24	0.00768
GO:0051347	positive regulation of transferase activ...	99	39	27.68	0.00827
GO:1901568	fatty acid derivative metabolic process	30	15	8.39	0.00834
GO:0090304	nucleic acid metabolic process	1156	353	323.25	0.00847
GO:0032259	methylation	139	52	38.87	0.00849
GO:0043408	regulation of MAPK cascade	58	25	16.22	0.00897
